node_id,shape_id,x,y,radius
132,7,1088,268,8.0
133,7,1082,270,7.615773105863909
134,7,1076,273,8.06225774829855
135,7,1070,278,9.848857801796104
136,7,1063,279,8.06225774829855
137,7,1054,286,13.0
138,7,1049,296,13.416407864998739
139,7,1039,302,17.0
140,7,1033,312,17.029386365926403
141,7,1026,314,15.033296378372908
142,7,1015,317,15.231546211727817
143,7,1002,320,8.54400374531753
144,7,996,322,6.0
145,7,1041,322,9.0
146,7,990,324,4.123105625617661
147,7,1049,332,4.123105625617661
148,7,1048,342,5.0
