node_id,shape_id,x,y,radius
259,33,255,689,4.0
260,33,154,693,20.0
261,33,164,695,22.20360331117452
262,33,174,695,17.72004514666935
263,33,147,696,21.213203435596427
264,33,184,697,19.0
265,33,194,697,15.231546211727817
266,33,204,697,14.0
267,33,214,697,14.0
268,33,140,698,17.69180601295413
269,33,224,698,16.0
270,33,234,699,13.416407864998739
271,33,244,699,12.0
272,33,134,700,13.038404810405298
273,33,128,704,8.602325267042627
274,33,254,705,8.602325267042627
275,33,122,706,5.830951894845301
