Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
31,"(45,67)",38,"(55,76)",13.45,Ó,"(42,67)",3.00
36,"(55,80)",38,"(55,76)",4.00,null,null,null
36,"(55,80)",40,"(59,90)",10.77,null,null,null
38,"(55,76)",40,"(59,90)",14.56,ē,"(59,75)",4.12
48,"(71,410)",57,"(78,422)",13.89,ò,"(50,414)",21.38
51,"(75,555)",64,"(92,565)",19.72,ę,"(60,573)",23.43
53,"(76,244)",59,"(80,237)",8.06,Ŕ,"(76,247)",3.00
76,"(117,115)",81,"(126,123)",12.04,Ɔ,"(91,109)",26.68
84,"(130,436)",96,"(154,446)",26.00,Ǵ,"(122,421)",17.00
87,"(131,700)",103,"(167,685)",39.00,ƴ,"(103,698)",28.07
87,"(131,700)",114,"(186,685)",57.01,ƴ,"(103,698)",28.07
92,"(146,576)",94,"(151,616)",40.31,Ǯ,"(119,582)",27.66
95,"(150,931)",106,"(169,946)",24.21,Ǌ,"(108,939)",42.76
103,"(167,685)",114,"(186,685)",19.00,ʏ,"(167,688)",3.00
109,"(177,901)",112,"(185,912)",13.60,ɮ,"(155,879)",31.11
149,"(251,629)",157,"(259,621)",11.31,;,"(233,633)",18.44
156,"(259,164)",160,"(259,171)",7.00,͐,"(219,164)",40.00
182,"(305,890)",184,"(310,907)",17.72,Ќ,"(275,889)",30.02
182,"(305,890)",186,"(311,920)",30.59,Ќ,"(275,889)",30.02
184,"(310,907)",186,"(311,920)",13.04,ф,"(291,907)",19.00
195,"(320,468)",199,"(323,472)",5.00,ѥ,"(300,481)",23.85
196,"(322,1106)",208,"(335,1120)",19.10,Ш,"(283,1090)",42.15
209,"(337,527)",217,"(353,535)",17.89,Ҡ,"(314,527)",23.00
210,"(339,406)",215,"(346,411)",8.60,ҟ,"(314,408)",25.08
216,"(346,995)",221,"(354,997)",8.25,ӱ,"(334,993)",12.17
225,"(373,70)",236,"(384,79)",14.21,է,"(369,73)",5.00
240,"(388,738)",255,"(409,749)",23.71,Ձ,"(358,717)",36.62
266,"(426,363)",288,"(446,387)",31.24,ؒ,"(414,349)",18.44
268,"(428,2)",282,"(438,12)",14.14,ؽ,"(425,2)",3.00
271,"(431,153)",283,"(440,163)",13.45,؞,"(418,146)",14.76
276,"(435,78)",285,"(444,86)",12.04,ئ,"(419,58)",25.61
296,"(466,423)",303,"(475,428)",10.30,ڊ,"(448,418)",18.68
296,"(466,423)",313,"(484,423)",18.00,ڊ,"(448,418)",18.68
300,"(468,922)",308,"(478,930)",12.81,ۜ,"(468,919)",3.00
303,"(475,428)",313,"(484,423)",10.30,null,null,null
307,"(477,532)",315,"(485,537)",9.43,ۃ,"(463,540)",16.12
307,"(477,532)",327,"(497,547)",25.00,ۃ,"(463,540)",16.12
309,"(479,1019)",342,"(519,1049)",50.00,ۡ,"(469,1023)",10.77
310,"(482,983)",317,"(488,980)",6.71,ڶ,"(459,991)",24.35
313,"(484,423)",322,"(492,427)",8.94,ܙ,"(483,417)",6.08
313,"(484,423)",319,"(490,443)",20.88,ܙ,"(483,417)",6.08
315,"(485,537)",327,"(497,547)",15.62,ܲ,"(489,531)",7.21
316,"(488,583)",328,"(498,589)",11.66,ܟ,"(484,585)",4.47
316,"(488,583)",335,"(508,580)",20.22,ܟ,"(484,585)",4.47
316,"(488,583)",337,"(514,588)",26.48,ܟ,"(484,585)",4.47
316,"(488,583)",329,"(498,569)",17.20,ܟ,"(484,585)",4.47
319,"(490,443)",322,"(492,427)",16.12,ܧ,"(486,444)",4.12
328,"(498,589)",335,"(508,580)",13.45,ݘ,"(500,594)",5.39
328,"(498,589)",337,"(514,588)",16.03,ݘ,"(500,594)",5.39
328,"(498,589)",329,"(498,569)",20.00,ݘ,"(500,594)",5.39
329,"(498,569)",335,"(508,580)",14.87,݇,"(496,569)",2.00
329,"(498,569)",337,"(514,588)",24.84,݇,"(496,569)",2.00
331,"(503,826)",333,"(506,829)",4.24,۸,"(476,811)",30.89
335,"(508,580)",337,"(514,588)",10.00,null,null,null
343,"(521,354)",346,"(522,341)",13.04,ވ,"(517,355)",4.12
381,"(579,671)",395,"(603,666)",24.52,ࠋ,"(554,677)",25.71
382,"(588,269)",394,"(602,263)",15.23,࠙,"(556,250)",37.22
387,"(592,550)",393,"(601,554)",9.85,ࡿ,"(587,554)",6.40
