Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(0,1056)",4,"(3,1052)",5.00,n,"(11,1083)",29.15
10,"(13,294)",13,"(15,300)",6.32,],"(9,280)",14.56
31,"(52,757)",34,"(52,764)",7.00,å,"(48,756)",4.12
31,"(52,757)",41,"(61,747)",13.45,å,"(48,756)",4.12
31,"(52,757)",32,"(52,779)",22.00,å,"(48,756)",4.12
31,"(52,757)",36,"(53,785)",28.02,å,"(48,756)",4.12
32,"(52,779)",36,"(53,785)",6.08,ë,"(49,779)",3.00
32,"(52,779)",34,"(52,764)",15.00,ë,"(49,779)",3.00
34,"(52,764)",36,"(53,785)",21.02,null,null,null
53,"(92,45)",62,"(108,54)",18.36,Ǝ,"(92,42)",3.00
67,"(124,428)",69,"(130,435)",9.22,ơ,"(100,444)",28.84
75,"(132,277)",76,"(133,289)",12.04,Ǜ,"(117,276)",15.03
87,"(155,816)",96,"(165,827)",14.87,ǟ,"(117,812)",38.21
95,"(165,453)",100,"(177,461)",14.42,ʄ,"(165,450)",3.00
112,"(196,1052)",120,"(212,1043)",18.36,ʑ,"(170,1061)",27.51
125,"(219,637)",127,"(227,647)",12.81,ʿ,"(184,627)",36.40
134,"(236,1082)",144,"(251,1100)",23.43,̩,"(212,1095)",27.29
146,"(262,372)",152,"(268,384)",13.42,ͫ,"(236,350)",34.06
157,"(277,272)",164,"(289,267)",13.00,ͳ,"(237,283)",41.48
169,"(292,902)",170,"(292,909)",7.00,ϻ,"(274,905)",18.25
173,"(298,842)",183,"(308,851)",13.45,у,"(293,841)",5.10
174,"(299,318)",178,"(306,323)",8.60,Щ,"(286,306)",17.69
189,"(323,348)",192,"(324,340)",8.06,ҫ,"(323,351)",3.00
209,"(371,161)",211,"(371,148)",13.00,Ժ,"(361,174)",16.40
213,"(372,726)",217,"(379,736)",12.21,ԓ,"(351,712)",25.24
218,"(384,298)",224,"(393,288)",13.45,Ք,"(367,297)",17.03
226,"(399,606)",234,"(412,612)",14.32,null,null,null
229,"(403,859)",233,"(410,867)",10.63,־,"(400,860)",3.16
232,"(410,472)",241,"(423,482)",16.40,Ւ,"(366,489)",47.17
247,"(435,738)",251,"(443,746)",11.31,מ,"(412,743)",23.54
249,"(438,835)",257,"(448,835)",10.00,׳,"(418,835)",20.00
258,"(457,763)",266,"(461,769)",7.21,ٶ,"(457,761)",2.00
262,"(459,484)",272,"(468,493)",12.73,ِ,"(445,473)",17.80
269,"(466,611)",278,"(476,602)",13.45,ٵ,"(457,611)",9.00
271,"(468,331)",281,"(477,339)",12.04,null,null,null
273,"(469,650)",279,"(477,658)",11.31,٠,"(450,674)",30.61
284,"(482,1028)",288,"(490,1019)",12.04,ۃ,"(476,1018)",11.66
291,"(498,1035)",305,"(508,1037)",10.20,۸,"(491,1057)",23.09
295,"(501,946)",300,"(507,947)",6.08,null,null,null
298,"(504,602)",308,"(515,612)",14.87,۴,"(491,611)",15.81
304,"(507,912)",307,"(511,917)",6.40,۱,"(490,909)",17.26
314,"(531,1073)",321,"(539,1082)",12.04,ݟ,"(520,1079)",12.53
320,"(538,747)",323,"(540,752)",5.39,ީ,"(538,745)",2.00
322,"(540,412)",324,"(542,420)",8.25,ފ,"(531,399)",15.81
322,"(540,412)",328,"(548,402)",12.81,ފ,"(531,399)",15.81
324,"(542,420)",328,"(548,402)",18.97,ݢ,"(521,433)",24.70
337,"(561,533)",347,"(569,549)",17.89,ߥ,"(557,534)",4.12
339,"(562,626)",346,"(567,635)",10.30,߁,"(546,635)",18.36
339,"(562,626)",349,"(572,612)",17.20,߁,"(546,635)",18.36
339,"(562,626)",341,"(565,600)",26.17,߁,"(546,635)",18.36
340,"(564,1130)",351,"(573,1116)",16.64,ߛ,"(553,1138)",13.60
340,"(564,1130)",344,"(565,1105)",25.02,ߛ,"(553,1138)",13.60
341,"(565,600)",349,"(572,612)",13.89,ࠋ,"(566,595)",5.10
341,"(565,600)",346,"(567,635)",35.06,ࠋ,"(566,595)",5.10
344,"(565,1105)",351,"(573,1116)",13.60,ߠ,"(555,1114)",13.45
346,"(567,635)",349,"(572,612)",23.54,ߒ,"(549,640)",18.68
354,"(579,1076)",357,"(588,1094)",20.12,࠯,"(575,1078)",4.47
363,"(603,707)",365,"(611,698)",12.04,ࡧ,"(595,741)",34.93
368,"(614,280)",369,"(616,282)",2.83,ࢣ,"(614,278)",2.00
