Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(0,766)",6,"(3,763)",4.24,F,"(2,781)",15.13
9,"(12,146)",16,"(21,154)",12.04,Y,"(9,147)",3.16
12,"(15,519)",24,"(31,516)",16.28,C,"(2,533)",19.10
14,"(19,57)",18,"(23,59)",4.47,A,"(2,57)",17.00
25,"(37,411)",34,"(50,419)",15.26,u,"(17,409)",20.10
25,"(37,411)",37,"(62,410)",25.02,u,"(17,409)",20.10
30,"(44,997)",36,"(58,1005)",16.12,,"(26,996)",18.03
34,"(50,419)",37,"(62,410)",15.00,ò,"(52,423)",4.47
38,"(60,1059)",43,"(66,1068)",10.82,Ô,"(42,1059)",18.00
58,"(107,302)",62,"(115,312)",12.81,ś,"(86,293)",22.85
59,"(110,865)",65,"(115,871)",7.81,Ŀ,"(76,891)",42.80
60,"(112,838)",63,"(115,841)",4.24,Ɵ,"(106,821)",18.03
75,"(145,563)",83,"(154,554)",12.73,Ǜ,"(122,557)",23.77
80,"(150,481)",85,"(158,479)",8.25,ǹ,"(131,475)",19.92
80,"(150,481)",89,"(166,483)",16.12,ǹ,"(131,475)",19.92
85,"(158,479)",89,"(166,483)",8.94,Ɋ,"(156,441)",38.05
89,"(166,483)",90,"(171,483)",5.00,ɖ,"(163,499)",16.28
94,"(177,684)",106,"(189,674)",15.62,ɬ,"(168,669)",17.49
95,"(179,601)",100,"(186,604)",7.62,Ȱ,"(148,610)",32.28
111,"(197,467)",116,"(208,470)",11.40,ʘ,"(179,453)",22.80
123,"(228,347)",126,"(229,350)",3.16,̆,"(211,348)",17.03
134,"(242,758)",146,"(251,764)",10.82,̸,"(225,780)",27.80
158,"(275,578)",163,"(287,587)",15.00,ϔ,"(269,598)",20.88
160,"(280,205)",161,"(282,212)",7.28,null,null,null
170,"(304,690)",175,"(307,685)",5.83,ϱ,"(277,674)",31.38
172,"(306,936)",174,"(307,945)",9.06,ϵ,"(278,930)",28.64
184,"(323,612)",193,"(331,622)",12.81,Е,"(290,628)",36.67
187,"(328,892)",190,"(330,894)",2.83,ў,"(309,907)",24.21
188,"(329,132)",195,"(334,139)",8.60,ѿ,"(318,114)",21.10
199,"(347,67)",204,"(349,86)",19.10,null,null,null
200,"(347,355)",213,"(356,345)",13.45,Ҧ,"(331,359)",16.49
200,"(347,355)",206,"(350,333)",22.20,Ҧ,"(331,359)",16.49
205,"(350,1009)",216,"(360,1016)",12.21,ҫ,"(331,1000)",21.02
205,"(350,1009)",214,"(356,1029)",20.88,ҫ,"(331,1000)",21.02
206,"(350,333)",213,"(356,345)",13.42,ӑ,"(345,334)",5.10
212,"(356,267)",215,"(357,283)",16.03,ӎ,"(344,241)",28.64
214,"(356,1029)",216,"(360,1016)",13.60,ӽ,"(356,1031)",2.00
223,"(370,652)",232,"(379,661)",12.73,ӳ,"(355,650)",15.13
225,"(372,476)",231,"(379,484)",10.63,Պ,"(379,465)",13.04
227,"(372,842)",233,"(381,859)",19.24,Ӄ,"(339,834)",33.96
260,"(442,0)",264,"(446,0)",4.00,؊,"(431,13)",17.03
266,"(456,318)",273,"(466,325)",12.21,׵,"(427,305)",31.78
270,"(459,581)",275,"(468,591)",13.45,ו,"(417,556)",48.88
274,"(467,621)",276,"(472,616)",7.07,ث,"(438,634)",31.78
274,"(467,621)",283,"(481,610)",17.80,ث,"(438,634)",31.78
276,"(472,616)",283,"(481,610)",10.82,null,null,null
278,"(473,701)",282,"(479,696)",7.81,١,"(453,691)",22.36
289,"(505,324)",296,"(516,314)",14.87,۝,"(490,347)",27.46
301,"(518,230)",315,"(535,238)",18.79,݀,"(519,225)",5.10
