Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
1,"(0,422)",4,"(4,420)",4.47,null,null,null
1,"(0,422)",10,"(12,427)",13.00,null,null,null
4,"(4,420)",10,"(12,427)",10.63,U,"(4,414)",6.00
12,"(12,791)",14,"(14,793)",2.83,^,"(9,771)",20.22
15,"(15,1050)",27,"(27,1046)",12.65,n,"(11,1067)",17.46
20,"(18,262)",28,"(30,258)",12.65,Z,"(6,275)",17.69
38,"(45,1050)",44,"(54,1055)",10.30,null,null,null
38,"(45,1050)",50,"(60,1053)",15.30,null,null,null
43,"(54,1035)",49,"(60,1035)",6.00,null,null,null
44,"(54,1055)",50,"(60,1053)",6.32,ú,"(54,1058)",3.00
51,"(61,863)",53,"(62,862)",1.41,Á,"(36,843)",32.02
52,"(62,139)",55,"(67,142)",5.83,null,null,null
58,"(68,661)",61,"(73,663)",5.39,Ć,"(57,642)",21.95
63,"(75,516)",67,"(82,524)",10.63,Ý,"(47,533)",32.76
66,"(81,436)",72,"(91,428)",12.81,Ŏ,"(76,436)",5.00
79,"(98,584)",89,"(108,605)",23.26,ņ,"(74,581)",24.19
88,"(108,21)",93,"(115,26)",8.60,Ĺ,"(70,9)",39.85
90,"(110,767)",91,"(110,787)",20.00,ƌ,"(91,752)",24.21
97,"(123,475)",101,"(133,482)",12.21,Ǆ,"(110,483)",15.26
99,"(131,755)",118,"(156,740)",29.15,Ȇ,"(129,758)",3.61
102,"(138,1124)",106,"(140,1130)",6.32,ƽ,"(108,1133)",31.32
103,"(140,1005)",105,"(140,1009)",4.00,Ǽ,"(125,997)",17.00
108,"(148,144)",121,"(160,153)",15.00,ǩ,"(121,134)",28.79
113,"(150,946)",126,"(167,962)",23.35,Ȏ,"(130,941)",20.62
114,"(152,903)",120,"(156,907)",5.66,ȥ,"(138,880)",26.93
115,"(152,166)",124,"(165,178)",17.69,ș,"(133,170)",19.42
123,"(164,197)",128,"(171,195)",7.28,ɜ,"(154,190)",12.21
129,"(171,452)",131,"(176,448)",6.40,Ʉ,"(148,426)",34.71
166,"(228,1069)",170,"(233,1074)",7.07,ͺ,"(229,1064)",5.10
179,"(250,749)",184,"(254,746)",5.00,υ,"(247,748)",3.16
179,"(250,749)",190,"(262,740)",15.00,υ,"(247,748)",3.16
184,"(254,746)",190,"(262,740)",10.00,null,null,null
185,"(254,1076)",188,"(259,1085)",10.30,ϓ,"(252,1076)",2.00
197,"(280,548)",206,"(285,551)",5.83,Ϭ,"(258,545)",22.20
200,"(281,1033)",207,"(285,1037)",5.66,Ϧ,"(257,1032)",24.02
200,"(281,1033)",204,"(284,1041)",8.54,Ϧ,"(257,1032)",24.02
204,"(284,1041)",207,"(285,1037)",4.12,Д,"(264,1046)",20.62
214,"(299,694)",226,"(319,673)",29.00,ф,"(281,677)",24.76
218,"(304,1029)",223,"(309,1032)",5.83,҉,"(300,1012)",17.46
224,"(314,279)",233,"(322,284)",9.43,щ,"(282,265)",34.93
229,"(321,1051)",240,"(330,1041)",13.45,Ҝ,"(305,1063)",20.00
230,"(322,388)",243,"(333,379)",14.21,Ӑ,"(321,391)",3.16
230,"(322,388)",246,"(337,379)",17.49,Ӑ,"(321,391)",3.16
232,"(322,900)",242,"(334,907)",13.89,ѵ,"(293,906)",29.61
232,"(322,900)",248,"(338,891)",18.36,ѵ,"(293,906)",29.61
239,"(330,612)",247,"(338,618)",10.00,ҥ,"(307,613)",23.02
242,"(334,907)",248,"(338,891)",16.49,ӹ,"(334,923)",16.00
243,"(333,379)",246,"(337,379)",4.00,ӟ,"(324,352)",28.46
245,"(336,557)",250,"(338,562)",5.39,Ԓ,"(343,555)",7.28
252,"(341,867)",259,"(352,876)",14.21,Ԇ,"(339,869)",2.83
253,"(341,997)",254,"(346,1001)",6.40,ӵ,"(333,1004)",10.63
253,"(341,997)",258,"(350,1004)",11.40,ӵ,"(333,1004)",10.63
254,"(346,1001)",258,"(350,1004)",5.00,Ա,"(355,989)",15.00
265,"(363,625)",271,"(372,621)",9.85,Ԯ,"(355,640)",17.00
269,"(369,131)",273,"(377,134)",8.54,Ճ,"(361,139)",11.31
283,"(401,185)",291,"(410,195)",13.45,ժ,"(372,175)",30.68
286,"(403,72)",292,"(411,82)",12.81,դ,"(371,81)",33.24
296,"(414,299)",306,"(427,306)",14.76,׍,"(400,310)",17.80
300,"(419,402)",304,"(424,392)",11.18,؄,"(413,396)",8.49
315,"(436,539)",318,"(441,540)",5.10,ب,"(424,542)",12.37
322,"(449,893)",325,"(452,902)",9.49,ى,"(430,895)",19.10
326,"(455,743)",329,"(464,747)",9.85,ڍ,"(450,738)",7.07
337,"(481,634)",350,"(498,611)",28.60,ۇ,"(466,619)",21.21
340,"(482,266)",343,"(485,274)",8.54,ګ,"(458,252)",27.78
344,"(487,577)",346,"(489,573)",4.47,ڑ,"(451,593)",39.40
349,"(496,669)",368,"(520,651)",30.00,ܓ,"(489,689)",21.19
349,"(496,669)",380,"(534,661)",38.83,ܓ,"(489,689)",21.19
359,"(509,260)",367,"(518,262)",9.22,ݏ,"(506,261)",3.16
360,"(509,1034)",369,"(520,1035)",11.05,ݍ,"(505,1036)",4.47
368,"(520,651)",380,"(534,661)",17.20,ݗ,"(507,641)",16.40
372,"(527,237)",374,"(530,240)",4.24,ݪ,"(510,241)",17.46
376,"(530,1131)",384,"(540,1115)",18.87,ޒ,"(522,1116)",17.00
395,"(555,998)",396,"(556,1010)",12.04,ࠤ,"(560,993)",7.07
410,"(592,644)",413,"(598,639)",7.81,ࡄ,"(570,650)",22.80
410,"(592,644)",418,"(603,632)",16.28,ࡄ,"(570,650)",22.80
413,"(598,639)",418,"(603,632)",8.60,null,null,null
438,"(635,1027)",448,"(644,1037)",13.45,ࣱ,"(619,1040)",20.62
439,"(639,90)",453,"(652,83)",14.76,ࢱ,"(601,74)",41.23
443,"(643,1010)",446,"(643,1014)",4.00,ࣹ,"(620,1006)",23.35
444,"(643,1054)",455,"(654,1064)",14.87,श,"(641,1055)",2.24
444,"(643,1054)",467,"(675,1058)",32.25,श,"(641,1055)",2.24
453,"(652,83)",458,"(658,92)",10.82,null,null,null
453,"(652,83)",460,"(660,106)",24.35,null,null,null
455,"(654,1064)",467,"(675,1058)",21.84,ॴ,"(652,1067)",3.61
458,"(658,92)",460,"(660,106)",14.14,null,null,null
472,"(684,698)",474,"(686,700)",2.83,ॾ,"(657,701)",27.17
475,"(687,11)",478,"(692,10)",5.10,ग़,"(648,7)",39.20
2,"(0,1042)",null,null,null,T,"(3,1037)",5.83
3,"(3,125)",null,null,null,A,"(0,124)",3.16
5,"(4,826)",null,null,null,L,"(2,834)",8.25
6,"(3,850)",null,null,null,R,"(3,852)",2.00
7,"(9,323)",null,null,null,t,"(13,320)",5.00
8,"(9,974)",null,null,null,f,"(10,971)",3.16
9,"(11,901)",null,null,null,M,"(2,888)",15.81
10,"(12,427)",null,null,null,O,"(3,439)",15.00
11,"(11,665)",null,null,null,J,"(2,628)",38.08
13,"(12,1088)",null,null,null,`,"(9,1071)",17.26
14,"(14,793)",null,null,null,,"(26,806)",17.69
16,"(15,708)",null,null,null,},"(17,711)",3.61
17,"(15,948)",null,null,null,N,"(2,958)",16.40
18,"(16,379)",null,null,null,z,"(16,381)",2.00
19,"(17,462)",null,null,null,G,"(2,447)",21.21
22,"(21,884)",null,null,null,X,"(4,880)",17.46
23,"(24,102)",null,null,null,E,"(2,80)",31.11
24,"(24,127)",null,null,null,,"(21,125)",3.61
25,"(28,438)",null,null,null,,"(26,434)",4.47
26,"(28,995)",null,null,null,m,"(11,1003)",18.79
27,"(27,1046)",null,null,null,,"(27,1048)",2.00
28,"(30,258)",null,null,null,,"(19,227)",32.89
29,"(30,503)",null,null,null,H,"(2,534)",41.77
30,"(33,1062)",null,null,null,¡,"(28,1073)",12.08
31,"(35,35)",null,null,null,B,"(2,35)",33.00
32,"(35,892)",null,null,null,¹,"(35,890)",2.00
33,"(36,350)",null,null,null,µ,"(35,355)",5.10
34,"(36,708)",null,null,null,¿,"(36,710)",2.00
35,"(41,165)",null,null,null,o,"(12,198)",43.93
36,"(44,428)",null,null,null,¯,"(33,418)",14.87
37,"(46,106)",null,null,null,Ò,"(43,124)",18.25
39,"(51,1083)",null,null,null,²,"(34,1094)",20.25
40,"(51,264)",null,null,null,Ï,"(42,275)",14.21
41,"(53,1114)",null,null,null,÷,"(53,1112)",2.00
42,"(54,596)",null,null,null,I,"(2,568)",59.06
45,"(58,476)",null,null,null,Ñ,"(42,466)",18.87
46,"(58,695)",null,null,null,Ā,"(56,697)",2.83
47,"(58,723)",null,null,null,·,"(35,749)",34.71
48,"(60,425)",null,null,null,ö,"(53,389)",36.67
49,"(60,1035)",null,null,null,ċ,"(58,1020)",15.13
50,"(60,1053)",null,null,null,Ĥ,"(64,1052)",4.12
53,"(62,862)",null,null,null,ğ,"(63,855)",7.07
54,"(63,908)",null,null,null,Í,"(40,917)",24.70
55,"(67,142)",null,null,null,Ĭ,"(67,145)",3.00
56,"(66,303)",null,null,null,Ä,"(37,299)",29.27
57,"(67,459)",null,null,null,ü,"(55,446)",17.69
59,"(67,1102)",null,null,null,ħ,"(65,1094)",8.25
60,"(68,956)",null,null,null,Ø,"(44,942)",27.78
62,"(74,994)",null,null,null,ñ,"(51,990)",23.35
64,"(76,475)",null,null,null,Ł,"(73,476)",3.16
65,"(79,882)",null,null,null,Ő,"(76,879)",4.24
67,"(82,524)",null,null,null,Ğ,"(63,542)",26.17
68,"(83,183)",null,null,null,ň,"(75,208)",26.25
69,"(87,908)",null,null,null,Ɓ,"(87,905)",3.00
70,"(90,243)",null,null,null,Ŭ,"(83,247)",8.06
71,"(90,1102)",null,null,null,ũ,"(82,1136)",34.93
72,"(91,428)",null,null,null,Ƃ,"(90,424)",4.12
73,"(93,557)",null,null,null,ĺ,"(70,557)",23.00
74,"(92,676)",null,null,null,Ō,"(75,681)",17.72
75,"(96,360)",null,null,null,ŀ,"(73,362)",23.09
76,"(96,892)",null,null,null,ƚ,"(95,875)",17.03
77,"(96,284)",null,null,null,ź,"(85,296)",16.28
78,"(98,539)",null,null,null,Ų,"(84,543)",14.56
80,"(98,715)",null,null,null,ƀ,"(87,705)",14.87
81,"(98,948)",null,null,null,Ʀ,"(98,968)",20.00
82,"(99,156)",null,null,null,Ź,"(85,165)",16.64
83,"(100,412)",null,null,null,Ʊ,"(100,414)",2.00
84,"(101,999)",null,null,null,Ƅ,"(90,1016)",20.25
85,"(107,300)",null,null,null,ǈ,"(111,302)",4.47
86,"(108,449)",null,null,null,Ɛ,"(92,456)",17.46
87,"(107,860)",null,null,null,Ɠ,"(93,841)",23.60
89,"(108,605)",null,null,null,ţ,"(81,618)",29.97
91,"(110,787)",null,null,null,ī,"(66,783)",44.18
92,"(113,803)",null,null,null,Ů,"(83,813)",31.62
93,"(115,26)",null,null,null,Ɔ,"(91,59)",40.80
94,"(115,616)",null,null,null,Ɵ,"(96,627)",21.95
95,"(115,548)",null,null,null,Ǔ,"(114,551)",3.16
96,"(118,532)",null,null,null,Ǧ,"(118,530)",2.00
98,"(133,244)",null,null,null,ǐ,"(114,225)",26.87
100,"(132,910)",null,null,null,ǯ,"(123,931)",22.85
101,"(133,482)",null,null,null,ǻ,"(125,500)",19.70
104,"(140,844)",null,null,null,ȣ,"(137,857)",13.34
105,"(140,1009)",null,null,null,Ǡ,"(116,1051)",48.37
106,"(140,1130)",null,null,null,ɖ,"(150,1143)",16.40
107,"(146,965)",null,null,null,Ȃ,"(127,962)",19.24
109,"(146,204)",null,null,null,Ǥ,"(118,194)",29.73
110,"(146,284)",null,null,null,ȃ,"(128,288)",18.44
111,"(149,656)",null,null,null,Ȅ,"(128,651)",21.59
112,"(148,786)",null,null,null,ȗ,"(132,775)",19.42
116,"(153,44)",null,null,null,ǜ,"(116,77)",49.58
117,"(156,268)",null,null,null,ɍ,"(149,254)",15.65
118,"(156,740)",null,null,null,ʅ,"(163,728)",13.89
119,"(158,537)",null,null,null,Ȱ,"(143,511)",30.02
120,"(156,907)",null,null,null,ɔ,"(150,916)",10.82
121,"(160,153)",null,null,null,ʣ,"(172,141)",16.97
122,"(163,21)",null,null,null,ɿ,"(163,19)",2.00
124,"(165,178)",null,null,null,ʏ,"(165,180)",2.00
125,"(166,820)",null,null,null,Ɋ,"(148,809)",21.10
126,"(167,962)",null,null,null,ʫ,"(174,945)",18.38
127,"(168,1071)",null,null,null,ǰ,"(123,1065)",45.40
130,"(174,567)",null,null,null,ȱ,"(143,588)",37.44
131,"(176,448)",null,null,null,ɺ,"(161,434)",20.52
132,"(175,683)",null,null,null,ɚ,"(153,693)",24.17
133,"(177,612)",null,null,null,ɭ,"(156,604)",22.47
134,"(177,658)",null,null,null,ʲ,"(177,660)",2.00
135,"(179,162)",null,null,null,ʨ,"(173,165)",6.71
136,"(178,531)",null,null,null,ʩ,"(173,506)",25.50
137,"(178,72)",null,null,null,ɂ,"(148,74)",30.07
138,"(178,228)",null,null,null,ʶ,"(178,230)",2.00
139,"(180,212)",null,null,null,˄,"(180,214)",2.00
140,"(180,978)",null,null,null,ː,"(180,971)",7.00
141,"(180,1086)",null,null,null,˒,"(180,1083)",3.00
142,"(187,249)",null,null,null,ʝ,"(171,256)",17.46
143,"(188,892)",null,null,null,ʖ,"(169,875)",25.50
144,"(187,1068)",null,null,null,˟,"(187,1071)",3.00
145,"(192,132)",null,null,null,˰,"(193,149)",17.03
146,"(193,848)",null,null,null,ʛ,"(170,844)",23.35
147,"(195,1110)",null,null,null,˓,"(180,1124)",20.52
148,"(195,58)",null,null,null,˻,"(196,56)",2.24
149,"(195,282)",null,null,null,ʭ,"(175,301)",27.59
150,"(196,940)",null,null,null,ʻ,"(178,936)",18.44
151,"(197,658)",null,null,null,˸,"(195,650)",8.25
152,"(199,733)",null,null,null,ʾ,"(179,725)",21.54
153,"(202,173)",null,null,null,˿,"(197,174)",5.10
154,"(204,458)",null,null,null,˱,"(193,494)",37.64
155,"(212,140)",null,null,null,̧,"(209,143)",4.24
156,"(212,258)",null,null,null,̐,"(203,248)",13.45
157,"(211,372)",null,null,null,ɡ,"(155,355)",58.52
158,"(215,884)",null,null,null,̽,"(214,880)",4.12
159,"(215,909)",null,null,null,̟,"(205,899)",14.14
160,"(218,681)",null,null,null,͆,"(216,679)",2.83
161,"(219,1052)",null,null,null,˲,"(193,1019)",42.01
162,"(220,755)",null,null,null,˺,"(195,785)",39.05
163,"(225,823)",null,null,null,̱,"(211,805)",22.80
164,"(226,66)",null,null,null,̝,"(205,86)",29.00
165,"(226,553)",null,null,null,̮,"(211,545)",17.00
167,"(229,622)",null,null,null,̑,"(203,619)",26.17
168,"(232,44)",null,null,null,̿,"(215,33)",20.25
169,"(232,382)",null,null,null,͘,"(221,397)",18.60
170,"(233,1074)",null,null,null,Έ,"(233,1076)",2.00
171,"(234,16)",null,null,null,΋,"(235,5)",11.05
172,"(236,724)",null,null,null,͎,"(218,711)",22.20
173,"(235,1002)",null,null,null,̳,"(211,1020)",30.00
174,"(236,1118)",null,null,null,ͩ,"(225,1128)",14.87
175,"(240,680)",null,null,null,Φ,"(240,682)",2.00
176,"(243,568)",null,null,null,Ͷ,"(228,572)",15.52
177,"(244,251)",null,null,null,ͬ,"(226,240)",21.10
178,"(249,210)",null,null,null,͖,"(221,218)",29.12
180,"(251,190)",null,null,null,ͦ,"(225,190)",26.00
181,"(253,291)",null,null,null,ͯ,"(227,313)",34.06
182,"(253,810)",null,null,null,ϛ,"(254,806)",4.12
183,"(253,75)",null,null,null,Τ,"(240,96)",24.70
186,"(254,1108)",null,null,null,Χ,"(240,1096)",18.44
187,"(258,989)",null,null,null,΁,"(231,963)",37.48
188,"(259,1085)",null,null,null,ϰ,"(258,1089)",4.12
189,"(260,220)",null,null,null,г,"(276,235)",21.93
190,"(262,740)",null,null,null,Ѐ,"(260,719)",21.10
191,"(261,376)",null,null,null,σ,"(247,338)",40.50
192,"(268,857)",null,null,null,Ϯ,"(258,846)",14.87
193,"(268,882)",null,null,null,ί,"(242,874)",27.20
194,"(272,496)",null,null,null,΅,"(232,495)",40.01
195,"(274,93)",null,null,null,Ϩ,"(258,92)",16.03
196,"(277,459)",null,null,null,ϕ,"(253,469)",26.00
198,"(281,812)",null,null,null,С,"(269,822)",15.62
199,"(280,1062)",null,null,null,ѭ,"(291,1074)",16.28
201,"(282,526)",null,null,null,ϣ,"(257,524)",25.08
202,"(283,637)",null,null,null,ϭ,"(258,654)",30.23
203,"(283,756)",null,null,null,х,"(281,756)",2.00
205,"(284,426)",null,null,null,ο,"(245,427)",39.01
206,"(285,551)",null,null,null,у,"(281,562)",11.70
207,"(285,1037)",null,null,null,ѫ,"(290,1035)",5.39
208,"(287,474)",null,null,null,ў,"(287,472)",2.00
209,"(288,875)",null,null,null,Ѡ,"(287,892)",17.03
210,"(290,1131)",null,null,null,Ь,"(274,1123)",17.89
211,"(292,338)",null,null,null,ό,"(251,333)",41.30
212,"(292,366)",null,null,null,ѯ,"(292,364)",2.00
213,"(299,107)",null,null,null,ғ,"(304,107)",5.00
215,"(299,835)",null,null,null,и,"(277,835)",22.00
216,"(301,790)",null,null,null,Ҍ,"(301,788)",2.00
217,"(302,396)",null,null,null,н,"(278,394)",24.08
219,"(306,88)",null,null,null,Ѿ,"(298,65)",24.35
220,"(306,579)",null,null,null,҅,"(300,565)",15.23
221,"(306,934)",null,null,null,Ф,"(270,951)",39.81
222,"(308,126)",null,null,null,я,"(283,146)",32.02
223,"(309,1032)",null,null,null,ҕ,"(304,1041)",10.30
225,"(316,0)",null,null,null,ќ,"(287,35)",45.45
226,"(319,673)",null,null,null,ѽ,"(297,672)",22.02
227,"(318,728)",null,null,null,Ѫ,"(290,726)",28.07
228,"(320,992)",null,null,null,Ѷ,"(293,981)",29.15
231,"(322,844)",null,null,null,ҧ,"(307,860)",21.93
233,"(322,284)",null,null,null,ӄ,"(316,307)",23.77
234,"(323,695)",null,null,null,Ӓ,"(321,694)",2.24
235,"(323,966)",null,null,null,҃,"(299,961)",24.52
236,"(325,123)",null,null,null,Ө,"(329,125)",4.47
237,"(324,170)",null,null,null,Җ,"(305,174)",19.42
238,"(325,543)",null,null,null,Ӕ,"(322,508)",35.13
240,"(330,1041)",null,null,null,ԃ,"(338,1045)",8.94
241,"(331,402)",null,null,null,Ӵ,"(333,396)",6.32
244,"(335,66)",null,null,null,҄,"(300,43)",41.88
246,"(337,379)",null,null,null,Ԥ,"(353,381)",16.12
247,"(338,618)",null,null,null,ӷ,"(334,636)",18.44
248,"(338,891)",null,null,null,ӽ,"(336,892)",2.24
249,"(339,140)",null,null,null,Ӊ,"(319,143)",20.22
250,"(338,562)",null,null,null,ԁ,"(338,564)",2.00
251,"(339,714)",null,null,null,Ӽ,"(335,715)",4.12
255,"(346,327)",null,null,null,ӗ,"(323,346)",29.83
256,"(348,123)",null,null,null,Գ,"(356,111)",14.42
257,"(349,412)",null,null,null,ԗ,"(347,412)",2.00
258,"(350,1004)",null,null,null,՛,"(369,1017)",23.02
259,"(352,876)",null,null,null,ԣ,"(352,879)",3.00
260,"(353,762)",null,null,null,Ӱ,"(331,754)",23.41
261,"(355,283)",null,null,null,Ԣ,"(352,282)",3.16
262,"(355,206)",null,null,null,Ԧ,"(354,209)",3.16
263,"(358,2)",null,null,null,Ԭ,"(355,2)",3.00
264,"(363,269)",null,null,null,ԙ,"(348,242)",30.89
266,"(362,684)",null,null,null,ԛ,"(348,689)",14.87
267,"(367,1053)",null,null,null,Ժ,"(356,1051)",11.18
268,"(370,402)",null,null,null,՗,"(367,402)",3.00
270,"(371,293)",null,null,null,ձ,"(373,307)",14.14
271,"(372,621)",null,null,null,ս,"(377,602)",19.65
272,"(374,431)",null,null,null,ԩ,"(354,452)",29.00
273,"(377,134)",null,null,null,֟,"(388,149)",18.60
274,"(381,205)",null,null,null,ե,"(371,177)",29.73
275,"(385,910)",null,null,null,ՠ,"(370,899)",18.60
276,"(386,244)",null,null,null,՝,"(370,251)",17.46
277,"(387,27)",null,null,null,՜,"(370,20)",18.38
278,"(390,477)",null,null,null,Ԝ,"(349,477)",41.00
279,"(394,428)",null,null,null,ָ,"(394,432)",4.00
280,"(394,386)",null,null,null,ց,"(379,377)",17.49
281,"(395,747)",null,null,null,վ,"(377,760)",22.20
282,"(399,766)",null,null,null,փ,"(379,763)",20.22
284,"(402,541)",null,null,null,ր,"(378,551)",26.00
285,"(402,710)",null,null,null,խ,"(372,723)",32.70
287,"(402,337)",null,null,null,ղ,"(373,344)",29.83
289,"(407,841)",null,null,null,ը,"(371,843)",36.06
290,"(409,164)",null,null,null,׃,"(397,157)",13.89
291,"(410,195)",null,null,null,׭,"(409,198)",3.16
292,"(411,82)",null,null,null,֦,"(390,101)",28.32
293,"(411,1126)",null,null,null,Բ,"(355,1124)",56.04
294,"(410,1142)",null,null,null,؋,"(415,1141)",5.10
