Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(0,124)",4,"(3,116)",8.54,],"(9,165)",41.98
9,"(13,348)",11,"(17,344)",5.66,C,"(2,340)",13.60
9,"(13,348)",12,"(17,354)",7.21,C,"(2,340)",13.60
9,"(13,348)",17,"(22,341)",11.40,C,"(2,340)",13.60
11,"(17,344)",17,"(22,341)",5.83,null,null,null
11,"(17,344)",12,"(17,354)",10.00,null,null,null
12,"(17,354)",17,"(22,341)",13.93,null,null,null
13,"(19,283)",20,"(27,293)",12.81,z,"(15,285)",4.47
36,"(61,71)",38,"(68,93)",23.09,±,"(36,87)",29.68
36,"(61,71)",50,"(76,102)",34.44,±,"(36,87)",29.68
38,"(68,93)",50,"(76,102)",12.04,²,"(36,98)",32.39
45,"(72,572)",55,"(79,578)",9.22,ę,"(61,575)",11.40
56,"(83,699)",58,"(87,707)",8.94,œ,"(75,677)",23.41
93,"(178,0)",94,"(180,2)",2.83,null,null,null
102,"(195,1034)",106,"(200,1036)",5.39,ˑ,"(179,1036)",16.12
118,"(219,242)",124,"(228,251)",12.73,̿,"(215,244)",4.47
159,"(336,287)",163,"(340,284)",5.00,ѥ,"(307,279)",30.08
166,"(351,26)",171,"(357,26)",6.00,null,null,null
175,"(363,900)",181,"(365,912)",12.17,ӧ,"(344,891)",21.02
187,"(384,45)",188,"(387,35)",10.44,ԥ,"(364,53)",21.54
216,"(443,3)",221,"(446,0)",4.24,؝,"(440,2)",3.16
217,"(443,672)",222,"(449,667)",7.81,؊,"(434,659)",15.81
217,"(443,672)",230,"(461,675)",18.25,؊,"(434,659)",15.81
217,"(443,672)",233,"(467,706)",41.62,؊,"(434,659)",15.81
222,"(449,667)",230,"(461,675)",14.42,د,"(448,653)",14.04
222,"(449,667)",233,"(467,706)",42.95,د,"(448,653)",14.04
223,"(452,1133)",226,"(455,1139)",6.71,٠,"(462,1116)",19.72
230,"(461,675)",233,"(467,706)",31.58,ٞ,"(462,673)",2.24
238,"(481,64)",241,"(488,56)",10.63,ڒ,"(478,63)",3.16
242,"(488,710)",249,"(500,716)",13.42,ڐ,"(477,725)",18.60
258,"(523,926)",262,"(530,931)",8.60,ۍ,"(495,933)",28.86
265,"(539,1044)",272,"(548,1057)",15.81,۷,"(506,1046)",33.06
287,"(572,876)",289,"(580,886)",12.81,ޑ,"(550,873)",22.20
292,"(590,916)",302,"(599,907)",12.73,޵,"(563,927)",29.15
292,"(590,916)",298,"(595,896)",20.62,޵,"(563,927)",29.15
292,"(590,916)",310,"(613,914)",23.09,޵,"(563,927)",29.15
298,"(595,896)",302,"(599,907)",11.70,࠱,"(597,894)",2.83
298,"(595,896)",310,"(613,914)",25.46,࠱,"(597,894)",2.83
301,"(598,52)",303,"(605,60)",10.63,߷,"(584,64)",18.44
302,"(599,907)",310,"(613,914)",15.65,null,null,null
333,"(658,153)",342,"(665,146)",9.90,ࢬ,"(631,136)",31.91
335,"(659,40)",343,"(666,43)",7.62,ࢫ,"(631,31)",29.41
339,"(664,500)",346,"(668,498)",4.47,ࢲ,"(634,483)",34.48
1,"(0,81)",null,null,null,A,"(2,79)",2.83
3,"(0,1060)",null,null,null,H,"(2,991)",69.03
4,"(3,116)",null,null,null,K,"(3,114)",2.00
5,"(3,861)",null,null,null,R,"(3,858)",3.00
6,"(4,490)",null,null,null,D,"(2,494)",4.47
7,"(10,31)",null,null,null,\,"(9,29)",2.24
8,"(12,244)",null,null,null,B,"(2,263)",21.47
10,"(15,472)",null,null,null,e,"(11,473)",4.12
14,"(19,318)",null,null,null,{,"(16,317)",3.16
15,"(20,495)",null,null,null,,"(18,495)",2.00
16,"(19,630)",null,null,null,E,"(2,619)",20.25
17,"(22,341)",null,null,null,,"(25,342)",3.16
18,"(24,558)",null,null,null,f,"(11,539)",23.02
19,"(27,925)",null,null,null,G,"(2,925)",25.00
20,"(27,293)",null,null,null,,"(20,300)",9.90
21,"(27,1122)",null,null,null,J,"(2,1116)",25.71
22,"(29,383)",null,null,null,Y,"(8,382)",21.02
23,"(31,1094)",null,null,null,ª,"(34,1107)",13.34
24,"(32,718)",null,null,null,[,"(8,706)",26.83
25,"(36,356)",null,null,null,­,"(35,358)",2.24
26,"(37,334)",null,null,null,¬,"(35,337)",3.61
27,"(39,627)",null,null,null,®,"(35,613)",14.56
28,"(43,910)",null,null,null,Æ,"(41,908)",2.83
29,"(49,588)",null,null,null,³,"(36,605)",21.40
30,"(51,365)",null,null,null,ï,"(51,368)",3.00
31,"(51,790)",null,null,null,Q,"(3,766)",53.67
32,"(52,268)",null,null,null,«,"(35,264)",17.46
33,"(55,726)",null,null,null,¨,"(33,753)",34.83
34,"(56,867)",null,null,null,µ,"(36,844)",30.48
35,"(59,1081)",null,null,null,Ê,"(42,1076)",17.72
37,"(66,634)",null,null,null,Þ,"(47,658)",30.61
