Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
3,"(0,684)",6,"(3,678)",6.71,null,null,null
4,"(3,81)",12,"(11,91)",12.81,A,"(0,80)",3.16
8,"(6,763)",23,"(27,779)",26.40,i,"(12,743)",20.88
8,"(6,763)",28,"(41,771)",35.90,i,"(12,743)",20.88
23,"(27,779)",28,"(41,771)",16.12,Ô,"(44,817)",41.63
31,"(48,884)",36,"(56,892)",11.31,¾,"(38,872)",15.62
40,"(72,612)",47,"(83,604)",13.60,Û,"(46,617)",26.48
53,"(93,633)",57,"(100,644)",13.04,ŧ,"(90,633)",3.00
79,"(139,1034)",81,"(143,1035)",4.12,ǜ,"(122,1045)",20.25
89,"(164,1131)",100,"(178,1138)",15.65,ȷ,"(146,1123)",19.70
104,"(182,405)",110,"(193,404)",11.05,ɐ,"(155,418)",29.97
117,"(207,702)",121,"(210,705)",4.24,null,null,null
119,"(210,174)",128,"(218,185)",13.60,̳,"(221,159)",18.60
120,"(211,515)",123,"(213,523)",8.25,˝,"(195,465)",52.50
122,"(213,261)",124,"(214,254)",7.07,˩,"(200,283)",25.55
125,"(216,364)",138,"(237,360)",21.38,̠,"(216,362)",2.00
126,"(216,993)",134,"(227,981)",16.28,ˣ,"(196,997)",20.40
132,"(225,853)",137,"(235,841)",15.62,˧,"(197,837)",32.25
181,"(314,661)",192,"(324,671)",14.14,к,"(294,661)",20.00
194,"(330,357)",199,"(340,365)",12.81,ҥ,"(325,366)",10.30
194,"(330,357)",209,"(350,352)",20.62,ҥ,"(325,366)",10.30
197,"(339,1116)",208,"(349,1100)",18.87,Ұ,"(329,1100)",18.87
199,"(340,365)",209,"(350,352)",16.40,ӆ,"(336,370)",6.40
205,"(346,881)",206,"(346,869)",12.00,ҳ,"(330,891)",18.87
207,"(348,903)",210,"(353,903)",5.00,ҁ,"(315,911)",33.96
212,"(355,618)",216,"(361,619)",6.08,Ҵ,"(331,621)",24.19
241,"(415,116)",242,"(418,121)",5.83,א,"(415,114)",2.00
243,"(418,290)",254,"(429,296)",12.53,Գ,"(373,289)",45.01
251,"(427,1118)",258,"(435,1127)",12.04,׵,"(427,1116)",2.00
251,"(427,1118)",263,"(446,1120)",19.10,׵,"(427,1116)",2.00
253,"(428,1020)",260,"(435,1012)",10.63,ֳ,"(405,1019)",23.02
258,"(435,1127)",263,"(446,1120)",13.04,ة,"(436,1129)",2.24
296,"(503,90)",311,"(524,54)",41.68,܌,"(499,98)",8.94
314,"(525,88)",319,"(538,101)",18.38,ݴ,"(525,85)",3.00
315,"(527,286)",316,"(530,284)",3.61,ܼ,"(510,293)",18.38
351,"(619,554)",358,"(628,545)",12.73,ࢆ,"(604,579)",29.15
353,"(621,500)",357,"(628,491)",11.40,ࡸ,"(599,485)",26.63
1,"(0,478)",null,null,null,M,"(3,472)",6.71
2,"(1,594)",null,null,null,H,"(2,600)",6.08
5,"(3,534)",null,null,null,F,"(2,532)",2.24
7,"(4,706)",null,null,null,U,"(4,703)",3.00
9,"(7,660)",null,null,null,N,"(3,658)",4.47
10,"(10,123)",null,null,null,Y,"(8,123)",2.00
11,"(10,517)",null,null,null,q,"(14,522)",6.40
12,"(11,91)",null,null,null,],"(10,96)",5.10
13,"(19,562)",null,null,null,,"(19,559)",3.00
14,"(19,1107)",null,null,null,u,"(15,1106)",4.12
15,"(19,868)",null,null,null,I,"(2,837)",35.36
16,"(21,180)",null,null,null,e,"(11,157)",25.08
17,"(20,222)",null,null,null,C,"(2,251)",34.13
18,"(21,434)",null,null,null,E,"(2,372)",64.85
19,"(21,606)",null,null,null,,"(20,633)",27.02
20,"(22,1091)",null,null,null,J,"(2,1076)",25.00
21,"(24,889)",null,null,null,P,"(3,888)",21.02
22,"(26,669)",null,null,null,,"(20,680)",12.53
24,"(28,109)",null,null,null,,"(27,112)",3.16
25,"(30,500)",null,null,null,,"(21,506)",10.82
26,"(35,946)",null,null,null,[,"(9,923)",34.71
27,"(37,68)",null,null,null,K,"(3,22)",57.20
28,"(41,771)",null,null,null, ,"(27,762)",16.64
29,"(42,290)",null,null,null,B,"(0,321)",52.20
30,"(46,964)",null,null,null,Q,"(3,991)",50.77
32,"(50,144)",null,null,null,ß,"(50,146)",2.00
33,"(50,422)",null,null,null,¶,"(36,401)",25.24
34,"(51,268)",null,null,null,«,"(34,259)",19.24
35,"(52,1088)",null,null,null,¼,"(37,1075)",19.85
36,"(56,892)",null,null,null,ý,"(58,923)",31.06
37,"(57,1020)",null,null,null,\,"(9,1013)",48.51
38,"(70,395)",null,null,null,Å,"(41,381)",32.20
39,"(72,364)",null,null,null,D,"(2,366)",70.03
41,"(75,643)",null,null,null,ë,"(52,634)",24.70
42,"(80,382)",null,null,null,ľ,"(76,378)",5.66
43,"(82,108)",null,null,null,Ĕ,"(66,100)",17.89
44,"(82,229)",null,null,null,ê,"(52,232)",30.15
45,"(83,140)",null,null,null,İ,"(73,125)",18.03
46,"(82,294)",null,null,null,ı,"(73,282)",15.00
47,"(83,604)",null,null,null,œ,"(83,588)",16.00
48,"(83,772)",null,null,null,Ď,"(64,771)",19.03
49,"(85,54)",null,null,null,ÿ,"(59,45)",27.51
50,"(91,620)",null,null,null,ŭ,"(91,623)",3.00
51,"(92,366)",null,null,null,ś,"(85,344)",23.09
52,"(92,540)",null,null,null,ā,"(59,540)",33.00
54,"(97,1085)",null,null,null,ļ,"(75,1067)",28.43
55,"(98,84)",null,null,null,ŉ,"(81,85)",17.03
56,"(99,34)",null,null,null,Ù,"(46,4)",60.90
57,"(100,644)",null,null,null,Ɖ,"(99,648)",4.12
58,"(106,122)",null,null,null,Ż,"(94,129)",13.89
59,"(107,707)",null,null,null,ė,"(66,691)",44.01
60,"(108,571)",null,null,null,ō,"(82,573)",26.08
61,"(108,424)",null,null,null,ņ,"(79,434)",30.68
62,"(111,856)",null,null,null,ą,"(61,828)",57.31
63,"(114,266)",null,null,null,ſ,"(95,274)",20.62
64,"(114,878)",null,null,null,ũ,"(90,891)",27.29
65,"(115,1022)",null,null,null,š,"(88,1041)",33.02
66,"(116,218)",null,null,null,Ƃ,"(97,189)",34.67
67,"(116,547)",null,null,null,ƪ,"(107,556)",12.73
68,"(117,1086)",null,null,null,Ƭ,"(107,1103)",19.72
69,"(118,290)",null,null,null,Ɲ,"(104,282)",16.12
70,"(120,637)",null,null,null,ǋ,"(116,635)",4.47
71,"(120,782)",null,null,null,Ɨ,"(101,779)",19.24
72,"(125,988)",null,null,null,Ū,"(90,987)",35.01
73,"(127,562)",null,null,null,Ǣ,"(123,564)",4.47
74,"(130,0)",null,null,null,Ƕ,"(127,2)",3.61
75,"(129,1107)",null,null,null,ƭ,"(107,1127)",29.73
76,"(132,395)",null,null,null,ǻ,"(129,395)",3.00
77,"(133,739)",null,null,null,ƻ,"(109,748)",25.63
78,"(134,1003)",null,null,null,Ǹ,"(127,1000)",7.62
80,"(142,339)",null,null,null,ȅ,"(131,326)",17.03
81,"(143,1035)",null,null,null,Ȟ,"(139,1062)",27.29
82,"(143,166)",null,null,null,ǅ,"(114,156)",30.68
83,"(152,323)",null,null,null,Ȋ,"(132,310)",23.85
84,"(155,952)",null,null,null,ǁ,"(111,939)",45.88
85,"(157,306)",null,null,null,ȑ,"(137,306)",20.00
86,"(161,160)",null,null,null,Ɂ,"(149,139)",24.19
87,"(162,838)",null,null,null,Ȑ,"(135,823)",30.89
88,"(165,630)",null,null,null,Ȯ,"(142,621)",24.70
90,"(165,509)",null,null,null,ǎ,"(117,481)",55.57
91,"(166,1042)",null,null,null,ɻ,"(165,1046)",4.12
92,"(171,123)",null,null,null,Ƞ,"(140,107)",34.89
93,"(171,308)",null,null,null,ʠ,"(177,322)",15.23
94,"(172,390)",null,null,null,ɬ,"(162,399)",13.45
95,"(172,540)",null,null,null,ɋ,"(154,547)",19.31
96,"(174,611)",null,null,null,ɗ,"(156,588)",29.21
97,"(173,206)",null,null,null,Ȼ,"(148,207)",25.02
98,"(175,998)",null,null,null,ʘ,"(174,978)",20.02
99,"(179,1059)",null,null,null,ɘ,"(156,1071)",25.94
100,"(178,1138)",null,null,null,˗,"(194,1120)",24.08
101,"(180,567)",null,null,null,ɮ,"(162,570)",18.25
102,"(179,796)",null,null,null,ɞ,"(157,769)",34.83
103,"(180,956)",null,null,null,ʪ,"(179,960)",4.12
105,"(187,354)",null,null,null,ʶ,"(184,356)",3.61
106,"(188,707)",null,null,null,ɠ,"(159,715)",30.08
107,"(190,690)",null,null,null,ɾ,"(168,675)",26.63
108,"(191,915)",null,null,null,ɸ,"(164,894)",34.21
109,"(192,255)",null,null,null,ɔ,"(156,265)",37.36
110,"(193,404)",null,null,null,ˏ,"(192,428)",24.02
111,"(200,99)",null,null,null,ˬ,"(201,103)",4.12
112,"(201,34)",null,null,null,ʙ,"(175,29)",26.48
113,"(201,76)",null,null,null,ɡ,"(160,66)",42.20
114,"(202,148)",null,null,null,ʹ,"(186,141)",17.46
115,"(202,740)",null,null,null,˟,"(195,746)",9.22
116,"(204,778)",null,null,null,ˢ,"(196,765)",15.26
118,"(211,0)",null,null,null,̅,"(207,2)",4.47
121,"(210,705)",null,null,null,˶,"(202,718)",15.26
123,"(213,523)",null,null,null,̃,"(206,541)",19.31
124,"(214,254)",null,null,null,˷,"(203,233)",23.71
127,"(216,969)",null,null,null,˰,"(201,980)",18.60
128,"(218,185)",null,null,null,̣,"(217,188)",3.16
129,"(220,669)",null,null,null,˵,"(202,659)",20.59
130,"(222,1109)",null,null,null,̑,"(210,1096)",17.69
131,"(225,206)",null,null,null,̤,"(218,227)",22.14
133,"(227,795)",null,null,null,̱,"(220,815)",21.19
134,"(227,981)",null,null,null,Ͱ,"(236,967)",16.64
135,"(230,1139)",null,null,null,͉,"(226,1140)",4.12
136,"(235,569)",null,null,null,̯,"(220,563)",16.16
137,"(235,841)",null,null,null,ͦ,"(235,838)",3.00
138,"(237,360)",null,null,null,͒,"(229,332)",29.12
139,"(238,195)",null,null,null,͜,"(234,181)",14.56
140,"(238,747)",null,null,null,͐,"(228,766)",21.47
141,"(242,1078)",null,null,null,̘,"(212,1067)",31.95
142,"(243,916)",null,null,null,̨,"(218,899)",30.23
143,"(248,0)",null,null,null,ͼ,"(240,3)",8.54
144,"(248,75)",null,null,null,Ί,"(243,53)",22.56
145,"(248,260)",null,null,null,͢,"(235,284)",27.29
146,"(249,714)",null,null,null,β,"(255,715)",6.08
147,"(254,1059)",null,null,null,͘,"(232,1028)",38.01
148,"(256,680)",null,null,null,Β,"(244,656)",26.83
