Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
3,"(0,582)",9,"(4,578)",5.66,null,null,null
3,"(0,582)",13,"(12,588)",13.42,null,null,null
9,"(4,578)",13,"(12,588)",12.81,V,"(4,575)",3.00
17,"(22,156)",21,"(30,163)",10.63,A,"(0,153)",22.20
24,"(34,286)",29,"(37,290)",5.00,L,"(3,282)",31.26
25,"(35,106)",32,"(44,116)",13.45,§,"(28,120)",15.65
26,"(34,315)",43,"(57,334)",29.83,null,null,null
48,"(63,865)",53,"(69,871)",8.49,Ø,"(41,854)",24.60
56,"(77,156)",60,"(81,156)",4.00,ģ,"(65,172)",20.00
70,"(94,692)",72,"(97,700)",8.54,œ,"(76,693)",18.03
75,"(105,540)",79,"(109,550)",10.77,ƥ,"(97,541)",8.06
77,"(107,642)",82,"(116,653)",14.21,Ɔ,"(90,635)",18.38
106,"(174,1056)",107,"(176,1047)",9.22,null,null,null
106,"(174,1056)",111,"(181,1067)",13.04,null,null,null
107,"(176,1047)",111,"(181,1067)",20.62,Ȭ,"(132,1027)",48.33
120,"(195,74)",130,"(205,78)",10.77,ʢ,"(169,61)",29.07
136,"(215,91)",142,"(223,100)",12.04,͏,"(215,89)",2.00
138,"(219,161)",144,"(227,148)",15.26,̅,"(196,163)",23.09
147,"(235,1010)",150,"(248,1023)",18.38,̲,"(209,1001)",27.51
147,"(235,1010)",152,"(250,1034)",28.30,̲,"(209,1001)",27.51
149,"(245,916)",157,"(255,924)",12.81,ͅ,"(212,908)",33.96
150,"(248,1023)",152,"(250,1034)",11.18,ͺ,"(228,1031)",21.54
160,"(267,792)",164,"(270,794)",3.61,Ϲ,"(267,789)",3.00
172,"(282,263)",180,"(292,268)",11.18,π,"(249,267)",33.24
175,"(284,1036)",181,"(293,1038)",9.22,У,"(281,1037)",3.16
183,"(295,449)",189,"(301,455)",8.49,ώ,"(251,439)",45.12
183,"(295,449)",190,"(305,460)",14.87,ώ,"(251,439)",45.12
189,"(301,455)",190,"(305,460)",6.40,null,null,null
198,"(322,348)",207,"(333,365)",20.25,Ѱ,"(301,332)",26.40
208,"(332,829)",223,"(347,843)",20.52,ҳ,"(322,803)",27.86
211,"(336,619)",219,"(343,628)",11.40,Ӑ,"(332,620)",4.12
212,"(336,986)",217,"(341,978)",9.43,ӗ,"(336,1007)",21.00
213,"(337,868)",221,"(345,877)",12.04,Ҍ,"(313,876)",25.30
227,"(357,1094)",228,"(360,1101)",7.62,ԯ,"(357,1092)",2.00
231,"(364,130)",239,"(376,138)",14.42,ԥ,"(356,113)",18.79
236,"(373,60)",247,"(386,68)",15.26,ӆ,"(329,62)",44.05
237,"(373,211)",242,"(379,218)",9.22,Ճ,"(366,192)",20.25
240,"(376,310)",244,"(380,323)",13.60,֦,"(394,306)",18.44
251,"(389,514)",256,"(397,522)",11.31,ՠ,"(373,498)",22.63
255,"(397,450)",265,"(406,460)",13.45,՗,"(372,444)",25.71
255,"(397,450)",258,"(402,467)",17.72,՗,"(372,444)",25.71
255,"(397,450)",266,"(409,476)",28.64,՗,"(372,444)",25.71
258,"(402,467)",265,"(406,460)",8.06,Չ,"(368,471)",34.23
258,"(402,467)",266,"(409,476)",11.40,Չ,"(368,471)",34.23
265,"(406,460)",266,"(409,476)",16.28,؏,"(419,452)",15.26
273,"(425,1093)",279,"(434,1086)",11.40,׽,"(415,1132)",40.26
273,"(425,1093)",293,"(444,1093)",19.00,׽,"(415,1132)",40.26
279,"(434,1086)",293,"(444,1093)",12.21,ٞ,"(439,1069)",17.72
281,"(436,564)",288,"(442,570)",8.49,ח,"(406,562)",30.07
286,"(439,912)",292,"(443,892)",20.40,ك,"(433,915)",6.71
294,"(447,853)",304,"(460,870)",21.40,٦,"(442,852)",5.10
297,"(452,786)",302,"(458,794)",10.00,ث,"(427,789)",25.18
297,"(452,786)",298,"(452,805)",19.00,ث,"(427,789)",25.18
298,"(452,805)",302,"(458,794)",12.53,ق,"(433,803)",19.10
317,"(491,510)",321,"(497,516)",8.49,ۖ,"(474,508)",17.12
325,"(500,548)",328,"(506,551)",6.71,ۢ,"(476,539)",25.63
335,"(525,402)",339,"(531,410)",10.00,۴,"(482,375)",50.77
342,"(539,236)",347,"(546,242)",9.22,ݷ,"(520,250)",23.60
351,"(549,1058)",355,"(559,1065)",12.21,މ,"(522,1061)",27.17
356,"(562,548)",360,"(576,564)",21.26,߰,"(553,563)",17.49
366,"(580,643)",368,"(584,644)",4.12,ࠬ,"(569,655)",16.28
370,"(586,422)",380,"(600,418)",14.56,ࡰ,"(587,425)",3.16
370,"(586,422)",385,"(615,420)",29.07,ࡰ,"(587,425)",3.16
380,"(600,418)",385,"(615,420)",15.13,࢚,"(601,397)",21.02
397,"(632,755)",403,"(637,742)",13.93,ࢭ,"(604,756)",28.02
398,"(634,709)",406,"(641,718)",11.40,ई,"(631,710)",3.16
427,"(668,789)",434,"(682,784)",14.87,খ,"(666,793)",4.47
444,"(697,440)",452,"(708,444)",11.70,ঔ,"(666,439)",31.02
1,"(0,206)",null,null,null,X,"(5,202)",6.40
2,"(0,324)",null,null,null,C,"(2,322)",2.83
4,"(0,916)",null,null,null,E,"(2,913)",3.61
5,"(0,968)",null,null,null,F,"(2,947)",21.10
6,"(2,82)",null,null,null,B,"(2,84)",2.00
7,"(2,1069)",null,null,null,G,"(2,1071)",2.00
8,"(4,34)",null,null,null,H,"(3,38)",4.12
10,"(10,251)",null,null,null,Y,"(5,253)",5.39
11,"(10,812)",null,null,null,Q,"(3,832)",21.19
12,"(11,769)",null,null,null,P,"(3,781)",14.42
13,"(12,588)",null,null,null,r,"(12,590)",2.00
14,"(14,420)",null,null,null,],"(9,386)",34.37
15,"(18,82)",null,null,null,,"(20,66)",16.12
16,"(19,186)",null,null,null,{,"(15,190)",5.66
19,"(28,1132)",null,null,null,\,"(8,1141)",21.93
20,"(28,564)",null,null,null,D,"(2,506)",63.56
21,"(30,163)",null,null,null,®,"(30,166)",3.00
22,"(30,930)",null,null,null,u,"(12,932)",18.11
23,"(31,141)",null,null,null,,"(25,124)",18.03
27,"(35,437)",null,null,null,k,"(11,476)",45.79
28,"(36,736)",null,null,null,t,"(12,739)",24.19
29,"(37,290)",null,null,null,Ú,"(42,297)",8.60
31,"(44,4)",null,null,null,,"(24,5)",20.02
32,"(44,116)",null,null,null,ò,"(49,114)",5.39
33,"(46,555)",null,null,null,,"(21,524)",39.82
34,"(43,796)",null,null,null,á,"(43,794)",2.00
35,"(48,573)",null,null,null,à,"(43,572)",5.10
36,"(52,58)",null,null,null,Ý,"(43,36)",23.77
37,"(50,423)",null,null,null,õ,"(50,421)",2.00
38,"(50,884)",null,null,null,,"(18,882)",32.06
39,"(51,379)",null,null,null,i,"(11,379)",40.00
40,"(53,1086)",null,null,null,´,"(30,1078)",24.35
41,"(56,79)",null,null,null,Ð,"(38,72)",19.31
42,"(56,306)",null,null,null,ú,"(51,306)",5.00
43,"(57,334)",null,null,null,Ö,"(40,345)",20.25
44,"(60,284)",null,null,null,ľ,"(70,277)",12.21
45,"(60,625)",null,null,null,a,"(10,660)",61.03
46,"(62,895)",null,null,null,ą,"(55,916)",22.14
47,"(62,1113)",null,null,null,ê,"(45,1116)",17.26
49,"(66,951)",null,null,null,ô,"(49,961)",19.72
50,"(67,217)",null,null,null,æ,"(44,243)",34.71
51,"(67,556)",null,null,null,č,"(58,540)",18.36
52,"(68,4)",null,null,null,Ġ,"(64,3)",4.12
53,"(69,871)",null,null,null,Ľ,"(69,874)",3.00
54,"(74,727)",null,null,null,Ĵ,"(67,740)",14.76
55,"(75,318)",null,null,null,Ō,"(75,312)",6.00
57,"(77,608)",null,null,null,ă,"(55,598)",24.17
58,"(77,1072)",null,null,null,đ,"(58,1053)",26.87
59,"(81,890)",null,null,null,ţ,"(81,905)",15.00
60,"(81,156)",null,null,null,š,"(80,140)",16.03
61,"(82,521)",null,null,null,ß,"(43,493)",48.01
62,"(82,803)",null,null,null,ŝ,"(78,804)",4.12
63,"(83,971)",null,null,null,ü,"(51,983)",34.18
64,"(84,211)",null,null,null,İ,"(67,188)",28.60
65,"(83,572)",null,null,null,ļ,"(69,585)",19.10
66,"(83,771)",null,null,null,ě,"(61,777)",22.80
67,"(86,1084)",null,null,null,Ŵ,"(84,1099)",15.13
68,"(89,90)",null,null,null,Œ,"(76,119)",31.78
69,"(92,253)",null,null,null,ĸ,"(68,260)",25.00
71,"(98,442)",null,null,null,Ĥ,"(65,462)",38.59
72,"(97,700)",null,null,null,Ž,"(87,711)",14.87
73,"(99,790)",null,null,null,Ʈ,"(99,787)",3.00
74,"(102,34)",null,null,null,Ʃ,"(99,33)",3.16
76,"(107,402)",null,null,null,ť,"(82,388)",28.65
78,"(106,1075)",null,null,null,ǀ,"(106,1071)",4.00
79,"(109,550)",null,null,null,Ǒ,"(109,552)",2.00
80,"(111,509)",null,null,null,ƫ,"(99,492)",20.81
