Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
29,"(46,929)",40,"(67,921)",22.47,,"(26,924)",20.62
32,"(49,997)",37,"(60,990)",13.04,,"(28,987)",23.26
32,"(49,997)",41,"(68,995)",19.10,,"(28,987)",23.26
37,"(60,990)",41,"(68,995)",9.43,×,"(45,969)",25.81
44,"(76,193)",51,"(83,199)",9.22,ĭ,"(74,194)",2.24
47,"(78,402)",55,"(87,404)",9.22,ĸ,"(78,400)",2.00
52,"(84,38)",60,"(91,48)",12.21,ú,"(56,8)",41.04
54,"(85,134)",64,"(99,144)",17.20,Ĕ,"(65,136)",20.10
57,"(89,922)",68,"(100,927)",12.08,ŀ,"(81,907)",17.00
65,"(99,392)",76,"(113,404)",18.44,Ł,"(82,383)",19.24
70,"(104,460)",80,"(123,458)",19.10,ƛ,"(108,478)",18.44
71,"(105,117)",75,"(110,123)",7.81,ũ,"(92,99)",22.20
78,"(115,1006)",83,"(123,1000)",10.00,ŧ,"(91,1003)",24.19
78,"(115,1006)",96,"(143,1000)",28.64,ŧ,"(91,1003)",24.19
83,"(123,1000)",96,"(143,1000)",20.00,ƙ,"(107,979)",26.40
94,"(142,306)",103,"(156,318)",18.44,ǋ,"(121,309)",21.21
111,"(168,434)",117,"(177,429)",10.30,ɻ,"(164,433)",4.12
114,"(172,0)",118,"(178,0)",6.00,ȏ,"(138,27)",43.42
115,"(173,857)",128,"(187,868)",17.80,ɸ,"(163,837)",22.36
119,"(178,299)",127,"(187,308)",12.73,ʕ,"(172,282)",18.03
136,"(197,842)",139,"(202,854)",13.00,˫,"(197,839)",3.00
148,"(223,210)",151,"(225,214)",4.47,͋,"(225,205)",5.39
155,"(234,850)",160,"(240,856)",8.49,̰,"(218,842)",17.89
156,"(235,472)",167,"(248,487)",19.85,̵,"(220,466)",16.16
175,"(259,381)",178,"(266,379)",7.28,ϋ,"(255,380)",4.12
181,"(267,332)",184,"(274,324)",10.63,Υ,"(246,341)",22.85
181,"(267,332)",188,"(282,326)",16.16,Υ,"(246,341)",22.85
184,"(274,324)",188,"(282,326)",8.25,Џ,"(276,304)",20.10
186,"(274,460)",190,"(282,452)",11.31,ϐ,"(258,453)",17.46
187,"(276,1125)",191,"(291,1127)",15.13,ϑ,"(258,1134)",20.12
205,"(315,755)",212,"(337,772)",27.80,и,"(288,770)",30.89
215,"(346,209)",233,"(370,205)",24.33,ҫ,"(323,205)",23.35
216,"(345,976)",226,"(357,986)",15.62,Ҩ,"(322,974)",23.09
228,"(363,1069)",235,"(373,1061)",12.81,Ӛ,"(336,1045)",36.12
238,"(374,162)",243,"(388,153)",16.64,Ց,"(366,154)",11.31
248,"(396,827)",252,"(402,827)",6.00,֭,"(392,832)",6.40
271,"(430,854)",273,"(433,856)",3.61,׬,"(410,875)",29.00
273,"(433,856)",286,"(450,852)",17.46,ف,"(434,864)",8.06
277,"(441,955)",280,"(443,964)",9.22,ؓ,"(422,941)",23.60
284,"(446,833)",289,"(452,822)",12.53,ِ,"(441,835)",5.39
284,"(446,833)",293,"(465,826)",20.25,ِ,"(441,835)",5.39
289,"(452,822)",293,"(465,826)",13.60,ڧ,"(468,788)",37.58
303,"(499,219)",307,"(506,230)",13.04,ٵ,"(453,204)",48.38
312,"(515,1044)",319,"(524,1058)",16.64,ھ,"(475,1054)",41.23
317,"(524,38)",322,"(530,43)",7.81,ܺ,"(513,28)",14.87
323,"(531,978)",328,"(540,994)",18.36,ܡ,"(505,992)",29.53
324,"(533,539)",327,"(540,546)",9.90,۸,"(496,522)",40.72
333,"(557,559)",334,"(561,564)",6.40,null,null,null
333,"(557,559)",335,"(563,568)",10.82,null,null,null
334,"(561,564)",335,"(563,568)",4.47,null,null,null
368,"(619,181)",371,"(628,175)",10.82,࡫,"(604,180)",15.03
386,"(648,0)",387,"(651,2)",3.61,null,null,null
386,"(648,0)",391,"(654,0)",6.00,null,null,null
387,"(651,2)",391,"(654,0)",3.61,ࣰ,"(640,32)",31.95
390,"(651,906)",393,"(656,916)",11.18,࢞,"(618,905)",33.02
408,"(676,431)",414,"(682,436)",7.81,ऑ,"(651,420)",27.31
418,"(684,763)",419,"(688,764)",4.12,ु,"(665,771)",20.62
421,"(691,844)",427,"(699,853)",12.04,॓,"(671,812)",37.74
1,"(0,134)",null,null,null,A,"(0,129)",5.00
2,"(0,198)",null,null,null,C,"(2,194)",4.47
3,"(0,668)",null,null,null,G,"(2,666)",2.83
4,"(4,21)",null,null,null,B,"(2,27)",6.32
5,"(11,819)",null,null,null,I,"(2,854)",36.14
6,"(11,968)",null,null,null,N,"(3,936)",32.98
