Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
9,"(11,539)",14,"(22,534)",12.08,J,"(3,528)",13.60
14,"(22,534)",18,"(28,542)",10.00,\,"(10,519)",19.21
24,"(44,722)",27,"(51,727)",8.60,E,"(2,682)",58.00
32,"(58,216)",46,"(77,227)",21.95,°,"(34,196)",31.24
43,"(72,1142)",45,"(76,1141)",4.12,null,null,null
52,"(86,1044)",58,"(96,1037)",12.21,š,"(82,1059)",15.52
56,"(91,642)",61,"(100,654)",15.00,ê,"(48,638)",43.19
56,"(91,642)",59,"(98,659)",18.38,ê,"(48,638)",43.19
56,"(91,642)",57,"(93,665)",23.09,ê,"(48,638)",43.19
57,"(93,665)",59,"(98,659)",7.81,Ŧ,"(83,668)",10.44
57,"(93,665)",61,"(100,654)",13.04,Ŧ,"(83,668)",10.44
59,"(98,659)",61,"(100,654)",5.39,ư,"(100,665)",6.32
90,"(164,578)",92,"(169,577)",5.10,Ȼ,"(139,564)",28.65
100,"(174,1036)",107,"(188,1052)",21.26,ɞ,"(145,1030)",29.61
100,"(174,1036)",110,"(194,1047)",22.83,ɞ,"(145,1030)",29.61
102,"(179,619)",115,"(197,605)",22.80,ʪ,"(165,612)",15.65
102,"(179,619)",112,"(194,597)",26.63,ʪ,"(165,612)",15.65
107,"(188,1052)",110,"(194,1047)",7.81,̄,"(188,1054)",2.00
112,"(194,597)",115,"(197,605)",8.54,ˠ,"(179,602)",15.81
134,"(228,867)",135,"(232,870)",5.00,͋,"(210,864)",18.25
153,"(264,745)",155,"(267,750)",5.83,ϊ,"(240,758)",27.29
179,"(319,755)",181,"(326,762)",9.90,ҋ,"(292,776)",34.21
187,"(332,108)",195,"(348,124)",22.63,ӏ,"(315,103)",17.72
194,"(348,542)",200,"(363,554)",19.21,ԙ,"(332,544)",16.12
198,"(357,986)",203,"(364,998)",13.89,Ԝ,"(332,987)",25.02
205,"(370,744)",206,"(371,750)",6.08,֭,"(370,741)",3.00
209,"(379,219)",214,"(388,226)",11.40,ը,"(354,229)",26.93
209,"(379,219)",213,"(385,245)",26.68,ը,"(354,229)",26.93
213,"(385,245)",214,"(388,226)",19.24,׀,"(376,254)",12.73
217,"(388,139)",218,"(393,139)",5.00,׎,"(379,150)",14.21
225,"(399,35)",228,"(402,40)",5.83,ק,"(388,42)",13.04
242,"(426,884)",250,"(436,891)",12.21,ٟ,"(419,898)",15.65
264,"(461,54)",272,"(473,57)",12.37,ہ,"(442,62)",20.62
267,"(466,621)",273,"(473,642)",22.14,ۺ,"(459,606)",16.55
284,"(493,461)",285,"(493,468)",7.00,ܭ,"(473,464)",20.22
284,"(493,461)",299,"(514,459)",21.10,ܭ,"(473,464)",20.22
285,"(493,468)",299,"(514,459)",22.85,ܞ,"(469,473)",24.52
298,"(515,262)",305,"(521,267)",7.81,ݪ,"(491,252)",26.00
301,"(516,589)",306,"(524,594)",9.43,޽,"(512,590)",4.12
307,"(525,523)",309,"(530,522)",5.10,ߜ,"(521,522)",4.12
310,"(539,1061)",323,"(556,1064)",17.26,ߪ,"(523,1068)",17.46
320,"(550,363)",326,"(562,364)",12.04,߭,"(524,376)",29.07
322,"(554,601)",325,"(558,596)",6.40,ࡁ,"(546,611)",12.81
333,"(568,669)",337,"(576,674)",9.43,ࡥ,"(560,660)",12.04
333,"(568,669)",342,"(581,678)",15.81,ࡥ,"(560,660)",12.04
337,"(576,674)",342,"(581,678)",6.40,null,null,null
341,"(581,434)",346,"(591,421)",16.40,ࢪ,"(581,437)",3.00
344,"(585,477)",347,"(591,484)",9.22,ࢌ,"(572,485)",15.26
359,"(603,740)",375,"(620,758)",24.76,ࢲ,"(585,737)",18.25
367,"(611,484)",372,"(619,490)",10.00,ࣴ,"(603,498)",16.12
379,"(629,90)",383,"(642,90)",13.00,ग,"(613,83)",17.46
390,"(651,275)",394,"(656,283)",9.43,॑,"(627,271)",24.33
390,"(651,275)",391,"(651,293)",18.00,॑,"(627,271)",24.33
390,"(651,275)",405,"(675,274)",24.02,॑,"(627,271)",24.33
390,"(651,275)",395,"(660,304)",30.36,॑,"(627,271)",24.33
390,"(651,275)",399,"(667,315)",43.08,॑,"(627,271)",24.33
391,"(651,293)",394,"(656,283)",11.18,জ,"(648,294)",3.16
391,"(651,293)",395,"(660,304)",14.21,জ,"(648,294)",3.16
391,"(651,293)",399,"(667,315)",27.20,জ,"(648,294)",3.16
391,"(651,293)",405,"(675,274)",30.61,জ,"(648,294)",3.16
392,"(654,658)",396,"(660,660)",6.32,ঝ,"(648,659)",6.08
393,"(656,75)",398,"(663,72)",7.62,ॼ,"(637,66)",21.02
394,"(656,283)",405,"(675,274)",21.02,null,null,null
394,"(656,283)",395,"(660,304)",21.38,null,null,null
394,"(656,283)",399,"(667,315)",33.84,null,null,null
395,"(660,304)",399,"(667,315)",13.04,৷,"(676,300)",16.49
395,"(660,304)",405,"(675,274)",33.54,৷,"(676,300)",16.49
399,"(667,315)",405,"(675,274)",41.77,৿,"(678,305)",14.87
401,"(669,501)",407,"(675,507)",8.49,ঋ,"(643,502)",26.02
