node_id,x,y,radius
0,606,5,8.54400374531753
1,650,5,7.211102550927978
2,689,5,8.94427190999916
3,699,5,6.0
4,709,5,7.615773105863909
5,731,5,7.0710678118654755
6,1044,5,7.810249675906654
7,579,6,9.486832980505138
8,589,6,8.0
9,599,6,8.0
10,571,7,11.180339887498949
11,719,7,11.313708498984761
12,565,8,13.0
13,678,8,13.45362404707371
14,660,10,13.0
15,553,11,17.69180601295413
16,1053,12,9.219544457292887
17,15,13,17.804493814764857
18,726,13,10.198039027185569
19,954,14,17.0
20,543,16,22.825424421026653
21,667,17,16.278820596099706
22,963,22,17.4928556845359
23,1061,22,10.44030650891055
24,16,23,24.20743687382041
25,533,23,29.120439557122072
26,728,23,5.0
27,24,31,26.627053911388696
28,34,32,21.095023109728988
29,970,32,13.92838827718412
30,1067,32,12.649110640673518
31,44,33,17.029386365926403
32,523,33,35.90264614203248
33,21,41,24.596747752497688
34,970,42,9.433981132056603
35,1064,42,7.0710678118654755
36,513,43,44.04543109109048
37,733,46,5.830951894845301
38,21,51,22.02271554554524
39,971,52,6.0
40,503,53,54.0
41,731,56,10.198039027185569
42,21,61,22.561028345356956
43,650,62,15.132745950421556
44,971,62,7.0
45,501,63,56.88585061331157
46,736,66,8.246211251235321
47,21,71,26.40075756488817
48,648,72,23.769728648009426
49,972,72,8.06225774829855
50,498,73,62.297672508690084
51,490,80,61.84658438426491
52,22,81,30.805843601498726
53,482,82,62.297672508690084
54,646,82,32.449961479175904
55,190,83,17.0
56,500,83,57.21887800367987
57,472,87,61.71709649683789
58,105,88,39.81205847478876
59,200,88,17.26267650163207
60,24,91,36.069377593742864
61,184,92,12.36931687685298
62,355,92,23.0
63,365,92,24.351591323771842
64,375,92,23.0
65,644,92,39.824615503479755
66,210,93,14.866068747318506
67,385,93,24.0
68,510,93,47.01063709417264
69,347,94,21.213203435596427
70,178,95,11.40175425099138
71,395,95,27.0
72,340,96,21.18962010041709
73,462,97,58.412327466040935
74,103,98,46.61544808322666
75,220,98,11.704699910719626
76,334,98,21.95449840010015
77,405,99,31.575306807693888
78,520,99,42.44997055358225
79,33,101,38.47076812334269
80,167,101,14.0
81,530,101,43.46262762420146
82,637,102,45.617978911828175
83,323,103,21.18962010041709
84,415,103,37.94733192202055
85,540,103,46.14108798023731
86,550,103,44.28317965096906
87,40,105,39.56008088970496
88,50,105,38.01315561749642
89,60,105,38.05259518088089
90,70,105,39.81205847478876
91,80,105,39.01281840626232
92,90,105,40.52159917870962
93,451,105,57.62811813689564
94,560,106,43.01162633521314
95,106,108,43.382023926967726
96,444,109,56.61271941887264
97,157,110,24.698178070456937
98,312,110,24.166091947189145
99,425,110,48.30113870293329
100,570,110,44.553338819890925
101,116,112,44.654227123532216
102,436,112,55.00909015790027
103,631,112,52.81098370604357
104,306,113,23.769728648009426
105,580,113,47.0
106,34,115,49.678969393496885
107,126,117,44.10215414239989
108,590,117,51.0098029794274
109,147,120,33.015148038438355
110,429,120,50.08991914547278
111,136,121,42.941821107167776
112,297,122,24.413111231467404
113,621,122,60.207972893961475
114,33,125,44.654227123532216
115,600,126,61.0
116,146,127,34.0
117,610,128,64.4980619863884
118,428,130,45.60701700396552
119,621,131,63.60031446463138
120,290,132,20.0
121,631,134,58.249463516842795
122,31,135,41.593268686170845
123,594,136,63.06346010171025
124,149,137,32.57299494980466
125,641,137,54.037024344425184
126,427,140,43.04648650006177
127,651,141,50.0
128,289,142,19.6468827043885
129,661,143,48.25971404805462
130,30,145,38.897300677553446
131,671,145,48.27007354458868
132,587,146,52.32590180780452
133,153,147,32.64965543462902
134,681,147,49.040799340956916
135,427,150,43.04648650006177
136,691,150,49.39635614091387
137,289,152,20.09975124224178
138,701,154,50.21951811795888
139,30,155,36.05551275463989
140,583,156,44.9221548904324
141,160,157,32.202484376209235
142,711,159,45.35416188179427
143,427,160,44.64302857109943
144,288,162,24.186773244895647
145,30,165,32.7566787083184
146,580,166,40.11234224026316
147,170,167,30.0
148,720,168,39.0
149,427,170,43.73785545725808
150,283,172,33.421549934136806
151,180,173,29.5296461204668
152,30,175,31.016124838541646
153,577,176,37.0
154,190,177,28.792360097775937
155,728,178,36.61966684720111
156,200,180,29.427877939124322
157,427,180,43.0
158,274,182,37.69615364994153
159,210,184,33.015148038438355
160,30,185,31.016124838541646
161,575,186,36.138621999185304
162,735,188,36.87817782917155
163,220,190,39.01281840626232
164,427,190,43.0
165,270,192,46.09772228646444
166,27,195,33.95585369269929
167,33,195,30.083217912982647
168,574,196,38.48376280978771
169,230,198,47.0
170,240,198,48.05205510693585
171,250,198,50.44799302251776
172,260,198,51.0
173,742,198,38.01315561749642
174,270,200,53.9351462406472
175,424,200,46.2709412050371
176,280,203,59.033888572581766
177,43,204,21.93171219946131
178,21,205,25.495097567963924
179,53,206,17.11724276862369
180,220,206,39.0
181,574,206,38.07886552931954
182,752,206,37.20215047547655
183,829,206,12.806248474865697
184,290,207,57.697486947006624
185,63,208,15.524174696260024
186,762,209,34.92849839314596
187,420,210,51.03920062069938
188,73,211,16.55294535724685
189,300,211,57.245087125446844
190,310,214,57.48912940721924
191,210,216,29.274562336608895
192,573,216,36.345563690772494
193,831,216,20.518284528683193
194,83,219,13.0
195,770,219,36.05551275463989
196,415,220,57.271284253105414
197,320,224,63.90618123468183
198,93,225,8.0
199,200,226,18.973665961010276
200,570,226,39.0
201,832,226,28.178005607210743
202,775,229,36.61966684720111
203,405,230,69.57010852370435
204,103,232,5.656854249492381
205,330,234,70.09279563550022
206,785,235,36.89173349139343
207,197,236,15.0
208,566,236,43.93176527297759
