node_id,x,y,radius
0,372,5,8.94427190999916
1,858,5,7.810249675906654
2,1070,5,7.280109889280518
3,365,7,11.661903789690601
4,868,8,12.727922061357855
5,357,9,14.422205101855956
6,349,11,17.4928556845359
7,1080,12,15.033296378372908
8,341,13,20.12461179749811
9,878,13,17.88854381999832
10,333,15,22.825424421026653
11,327,17,24.413111231467404
12,888,18,24.596747752497688
13,321,21,23.430749027719962
14,1090,22,23.021728866442675
15,315,24,22.847319317591726
16,309,27,22.0
17,895,28,27.730849247724095
18,301,29,20.396078054371138
19,294,31,19.0
20,1097,32,30.0
21,286,33,17.0
22,273,35,14.0
23,267,36,12.165525060596439
24,261,37,11.045361017187261
25,253,38,10.44030650891055
26,900,38,28.160255680657446
27,247,39,10.04987562112089
28,237,41,10.04987562112089
29,1097,42,30.4138126514911
30,225,44,11.0
31,215,48,13.152946437965905
32,901,48,26.30589287593181
33,209,51,16.0
34,1097,52,32.89376840679705
35,658,53,21.840329667841555
36,652,54,20.0
37,668,55,21.37755832643195
38,642,56,18.0
39,197,57,19.313207915827967
40,633,58,16.1245154965971
41,678,58,21.540659228538015
42,899,58,23.0
43,191,59,19.313207915827967
44,622,59,15.811388300841896
45,688,60,21.18962010041709
46,185,61,19.924858845171276
47,614,61,16.1245154965971
48,1097,62,36.6742416417845
49,607,63,16.492422502470642
50,597,65,15.811388300841896
51,698,65,20.615528128088304
52,174,66,21.840329667841555
53,590,67,16.1245154965971
54,898,68,22.0
55,583,69,17.26267650163207
56,576,71,19.0
57,708,72,15.811388300841896
58,1097,72,39.6232255123179
59,164,73,22.47220505424423
60,570,74,22.0
61,489,75,11.40175425099138
62,499,76,16.492422502470642
63,509,77,19.924858845171276
64,519,78,23.345235059857504
65,530,78,25.0
66,560,78,26.0
67,896,78,20.024984394500787
68,540,79,26.0
69,550,81,28.0
70,154,82,21.400934559032695
71,715,82,11.180339887498949
72,1101,82,36.05551275463989
73,895,88,20.396078054371138
74,556,91,32.202484376209235
75,146,92,20.808652046684813
76,720,92,10.295630140987
77,1105,92,28.635642126552707
78,893,98,18.0
79,558,101,26.570660511172846
80,140,102,20.591260281974
81,724,102,10.44030650891055
82,1111,102,22.80350850198276
83,892,108,17.26267650163207
84,560,111,21.840329667841555
85,138,112,17.804493814764857
86,729,112,12.083045973594572
87,1115,112,17.69180601295413
88,891,118,18.973665961010276
89,561,121,19.4164878389476
90,732,122,13.0
91,1118,122,12.727922061357855
92,888,128,19.313207915827967
93,383,131,5.830951894845301
94,562,131,16.15549442140351
95,734,132,15.0
96,1121,132,8.06225774829855
97,886,138,18.24828759089466
98,388,141,8.48528137423857
99,563,141,12.083045973594572
100,734,142,16.0
101,884,148,19.0
102,396,151,5.830951894845301
103,735,152,17.72004514666935
104,881,158,21.840329667841555
105,735,162,18.0
106,878,168,23.194827009486403
107,735,172,13.038404810405298
108,875,178,24.331050121192877
109,870,188,27.892651361962706
110,859,198,25.80697580112788
111,5,203,7.810249675906654
112,853,203,24.596747752497688
113,194,206,21.0
114,842,211,23.259406699226016
115,184,212,17.0
116,9,213,13.416407864998739
117,178,214,16.1245154965971
118,836,215,22.627416997969522
119,168,218,15.231546211727817
120,13,223,19.849433241279208
121,826,223,23.021728866442675
122,158,224,13.601470508735444
123,148,229,11.0
124,23,231,20.0
125,140,231,9.0
126,816,231,24.20743687382041
127,133,232,8.246211251235321
128,565,233,13.0
129,125,234,7.280109889280518
130,118,236,5.830951894845301
131,33,237,19.6468827043885
132,109,237,4.0
133,380,237,5.830951894845301
134,806,238,23.853720883753127
135,43,240,18.027756377319946
136,97,240,7.0
137,53,242,17.11724276862369
138,89,242,10.0
139,80,243,12.649110640673518
140,559,243,14.0
141,63,244,16.0
142,73,244,15.297058540778355
143,796,245,25.495097567963924
144,374,247,9.848857801796104
145,558,253,11.704699910719626
146,787,254,24.020824298928627
147,367,257,12.529964086141668
148,559,263,8.54400374531753
149,785,264,22.0
150,359,267,16.492422502470642
151,784,274,21.587033144922902
152,962,281,5.0
153,784,284,22.360679774997898
154,285,289,17.72004514666935
155,972,289,7.0710678118654755
156,301,291,14.866068747318506
157,782,294,23.769728648009426
158,1045,294,12.0
159,563,299,2.0
160,293,300,20.396078054371138
161,779,304,25.298221281347036
162,1041,304,16.0
163,564,309,8.06225774829855
164,293,310,20.0
165,775,314,25.942243542145693
166,1037,314,21.587033144922902
167,565,319,14.212670403551895
168,293,320,20.0
169,767,324,24.351591323771842
170,1036,324,23.769728648009426
171,570,325,15.264337522473747
172,560,328,14.317821063276353
173,293,330,19.4164878389476
174,554,331,11.0
175,757,332,19.924858845171276
176,548,334,8.06225774829855
177,1036,334,25.0
178,751,335,17.72004514666935
179,741,339,15.524174696260024
180,293,340,19.0
181,303,342,19.6468827043885
182,1041,342,25.298221281347036
183,730,344,13.601470508735444
184,1033,344,22.0
185,313,345,13.92838827718412
186,323,346,10.44030650891055
187,1051,346,19.1049731745428
188,333,347,9.0
189,1061,347,16.1245154965971
190,343,348,8.246211251235321
191,1071,348,13.0
192,287,350,14.0
193,353,351,9.0
194,363,352,10.198039027185569
195,1026,354,16.0
196,373,356,9.486832980505138
197,279,360,8.06225774829855
198,5,362,5.385164807134504
199,15,362,9.433981132056603
200,25,362,13.152946437965905
201,383,363,9.433981132056603
202,1020,364,11.0
203,35,365,17.0
204,273,370,5.0
205,393,370,12.083045973594572
206,45,372,19.235384061671343
207,1012,374,4.0
208,403,375,13.601470508735444
209,413,380,16.278820596099706
210,55,382,20.518284528683193
211,423,386,19.6468827043885
212,62,392,16.0
213,431,395,17.46424919657298
214,66,402,13.0
215,434,405,12.36931687685298
216,70,412,11.180339887498949
217,435,415,9.055385138137417
218,76,422,11.40175425099138
219,436,425,6.0
220,669,428,16.492422502470642
221,82,432,11.661903789690601
222,239,435,8.54400374531753
223,437,435,6.082762530298219
224,663,438,20.248456731316587
225,88,442,13.341664064126334
226,236,445,14.866068747318506
227,437,445,9.433981132056603
228,656,448,19.924858845171276
229,95,452,15.264337522473747
230,232,455,19.0
231,437,455,13.0
232,651,458,18.788294228055936
233,100,462,15.811388300841896
234,227,465,24.186773244895647
235,436,465,15.811388300841896
236,221,466,26.92582403567252
237,208,467,23.0
238,196,468,22.0
239,647,468,18.973665961010276
240,189,469,21.840329667841555
241,183,470,22.20360331117452
242,830,471,1.0
243,105,472,19.0
244,177,472,21.213203435596427
245,171,474,20.396078054371138
246,233,475,21.470910553583888
247,431,475,17.46424919657298
248,165,476,20.248456731316587
249,156,478,19.235384061671343
250,641,478,17.46424919657298
251,149,479,17.72004514666935
252,139,481,19.0
253,110,482,23.021728866442675
254,129,483,21.587033144922902
255,119,485,27.294688127912362
256,242,485,18.35755975068582
257,425,485,16.1245154965971
258,634,488,16.401219466856727
259,111,492,23.0
260,252,494,13.892443989449804
261,415,495,12.649110640673518
262,808,496,2.23606797749979
263,625,498,15.264337522473747
264,409,500,9.486832980505138
265,108,502,20.396078054371138
266,261,504,10.63014581273465
267,615,506,13.892443989449804
