node_id,x,y,radius
0,220,5,3.0
1,485,5,7.810249675906654
2,778,5,6.708203932499369
3,859,5,9.219544457292887
4,943,5,6.708203932499369
5,788,6,9.848857801796104
6,953,6,10.63014581273465
7,798,9,12.529964086141668
8,963,9,14.142135623730951
9,1117,9,12.36931687685298
10,848,10,15.652475842498529
11,808,11,14.7648230602334
12,818,12,18.35755975068582
13,973,12,17.204650534085253
14,828,14,19.924858845171276
15,837,14,21.633307652783937
16,983,14,21.93171219946131
17,220,15,2.0
18,1118,19,11.40175425099138
19,691,20,8.94427190999916
20,993,20,22.135943621178654
21,683,21,12.041594578792296
22,414,22,13.892443989449804
23,677,23,11.661903789690601
24,1003,25,21.470910553583888
25,667,27,11.704699910719626
26,598,28,2.0
27,1119,29,9.848857801796104
28,414,32,15.0
29,1012,35,19.1049731745428
30,659,36,13.92838827718412
31,593,38,4.123105625617661
32,402,39,14.866068747318506
33,1121,39,8.06225774829855
34,391,43,12.0
35,384,45,11.0
36,1016,45,16.0
37,658,46,8.94427190999916
38,377,47,10.198039027185569
39,371,49,9.486832980505138
40,1018,55,14.0
41,1018,65,14.142135623730951
42,838,67,13.92838827718412
43,832,70,14.866068747318506
44,757,73,12.0
45,767,73,12.165525060596439
46,822,74,18.0
47,777,75,14.0
48,1020,75,15.0
49,668,76,2.0
50,747,77,7.0
51,787,77,16.1245154965971
52,816,78,22.0
53,797,79,20.396078054371138
54,677,84,5.0
55,1021,85,15.0
56,805,86,27.459060435491963
57,1122,88,7.0710678118654755
58,687,89,6.324555320336759
59,1023,95,18.0
60,801,96,19.313207915827967
61,696,98,10.770329614269007
62,1119,98,12.529964086141668
63,1029,103,18.24828759089466
64,12,104,4.47213595499958
65,706,105,8.94427190999916
66,1021,105,16.0
67,797,106,12.649110640673518
68,1039,107,13.0
69,1115,108,18.384776310850235
70,1049,110,12.529964086141668
71,8,114,11.704699910719626
72,1059,115,13.0
73,795,116,9.0
74,1109,118,20.518284528683193
75,1069,120,13.92838827718412
76,1079,120,12.0
77,1089,120,12.36931687685298
78,1099,120,16.1245154965971
79,6,124,8.54400374531753
80,795,126,9.0
81,1103,128,16.15549442140351
82,881,130,18.027756377319946
83,874,132,14.142135623730951
84,891,133,20.0
85,868,134,12.0
86,794,136,12.806248474865697
87,862,136,10.770329614269007
88,902,137,17.88854381999832
89,912,138,13.892443989449804
90,1102,138,14.0
91,922,139,11.0
92,932,140,10.770329614269007
93,851,141,9.848857801796104
94,942,143,13.0
95,949,143,12.649110640673518
96,841,145,8.94427190999916
97,791,146,15.652475842498529
98,798,146,12.649110640673518
99,898,147,15.0
100,808,148,8.246211251235321
101,834,148,9.848857801796104
102,1101,148,13.0
103,818,149,7.0
104,828,149,8.54400374531753
105,785,150,14.866068747318506
106,775,157,14.035668847618199
107,897,157,9.486832980505138
108,1101,158,12.165525060596439
109,1010,161,1.0
110,772,167,11.0
111,896,167,5.0990195135927845
112,1101,168,11.0
113,998,171,1.0
114,771,177,11.180339887498949
115,1102,178,12.0
116,988,180,4.242640687119285
117,763,187,8.94427190999916
118,1104,188,12.36931687685298
119,1105,198,12.0
120,1115,201,8.48528137423857
121,1103,208,10.0
122,885,229,5.0
123,938,248,2.0
124,47,288,16.55294535724685
125,41,295,13.92838827718412
126,51,295,13.0
127,61,298,12.806248474865697
128,32,303,12.727922061357855
129,68,307,10.816653826391969
130,73,317,12.0
131,79,327,13.038404810405298
132,85,337,10.63014581273465
133,1001,390,1.0
134,889,402,10.0
135,883,412,8.0
136,108,417,16.492422502470642
137,99,418,15.132745950421556
138,91,419,15.132745950421556
139,118,419,17.46424919657298
140,85,421,15.0
141,882,422,6.0
142,79,423,14.317821063276353
143,69,428,13.038404810405298
144,128,428,14.317821063276353
145,136,438,10.0
146,232,438,7.615773105863909
147,142,448,5.830951894845301
148,1026,454,12.0
149,1122,456,6.0
150,148,458,7.0
151,1066,459,8.602325267042627
152,1076,461,13.341664064126334
153,913,463,15.524174696260024
154,1022,464,6.0
155,1116,466,13.92838827718412
156,152,468,11.180339887498949
157,1086,469,17.08800749063506
158,169,470,9.219544457292887
159,1100,470,15.0
160,1110,470,15.811388300841896
161,162,471,12.083045973594572
162,179,471,8.246211251235321
163,919,473,19.235384061671343
164,1022,474,6.0
165,1094,477,21.95449840010015
166,1120,477,8.06225774829855
167,148,478,10.770329614269007
168,827,481,3.0
169,926,483,26.0
170,1021,484,7.0
171,1094,487,18.24828759089466
172,142,488,12.083045973594572
173,936,488,23.08679276123039
174,946,492,19.0
175,918,493,19.697715603592208
176,1025,494,8.54400374531753
177,956,495,15.0
178,1094,497,17.0
179,1122,498,6.708203932499369
180,966,499,11.0
181,976,501,9.486832980505138
182,986,502,7.615773105863909
183,915,503,20.808652046684813
184,1094,507,18.973665961010276
185,1112,508,15.132745950421556
186,909,513,22.561028345356956
187,1101,516,26.419689627245813
188,5,519,7.615773105863909
189,886,521,19.924858845171276
190,896,522,25.942243542145693
191,1072,524,13.92838827718412
192,1093,526,28.600699292150182
193,902,528,24.698178070456937
194,7,529,10.816653826391969
195,1082,532,20.8806130178211
196,825,536,6.0
197,905,538,18.384776310850235
198,9,539,14.866068747318506
199,94,541,12.0
200,104,541,11.704699910719626
201,113,541,7.810249675906654
202,88,542,12.0
203,1085,542,23.0
204,815,543,12.529964086141668
205,82,544,13.0
206,76,547,14.560219778561036
207,909,548,11.704699910719626
208,12,549,19.1049731745428
209,1083,552,21.840329667841555
210,810,553,12.0
211,67,556,19.235384061671343
212,19,557,21.02379604162864
213,912,558,8.0
214,29,561,20.615528128088304
215,1080,562,22.360679774997898
216,806,563,9.219544457292887
217,39,564,22.0
218,58,566,25.019992006393608
219,914,568,8.0
220,49,570,28.284271247461902
221,1070,572,19.79898987322333
222,802,573,8.06225774829855
223,796,577,7.0710678118654755
224,921,578,13.0
225,443,579,12.165525060596439
226,52,580,31.575306807693888
227,786,581,6.082762530298219
228,1060,582,19.79898987322333
229,776,585,7.0710678118654755
230,929,588,14.866068747318506
231,435,589,16.492422502470642
232,52,590,31.0
233,1051,591,20.615528128088304
234,767,594,10.295630140987
235,939,598,17.0
236,1005,598,20.396078054371138
237,993,599,18.24828759089466
238,1015,599,19.4164878389476
239,42,600,22.847319317591726
240,60,600,30.083217912982647
241,753,600,7.0710678118654755
242,987,600,16.76305461424021
243,981,601,15.0
244,1025,601,21.0
245,1041,601,24.596747752497688
246,959,602,14.0
247,969,602,14.317821063276353
248,1035,602,23.53720459187964
249,766,604,9.0
250,952,604,16.76305461424021
251,32,608,14.0
252,24,610,12.0
253,68,610,26.92582403567252
254,1045,611,18.24828759089466
255,17,612,11.045361017187261
256,78,613,20.591260281974
257,9,614,9.848857801796104
258,769,614,6.324555320336759
259,64,620,19.235384061671343
260,194,621,7.0
261,1049,621,14.0
262,771,624,5.0
263,358,628,8.54400374531753
264,60,630,11.704699910719626
265,1053,631,10.04987562112089
266,773,634,8.06225774829855
267,357,638,14.422205101855956
268,56,640,7.280109889280518
269,440,640,10.44030650891055
270,1058,641,8.06225774829855
271,773,644,10.04987562112089
272,357,648,20.808652046684813
273,54,650,6.708203932499369
274,434,650,11.704699910719626
275,1065,651,5.385164807134504
276,171,652,7.211102550927978
277,770,654,15.231546211727817
278,165,656,6.324555320336759
279,760,657,13.892443989449804
280,359,658,27.784887978899608
281,753,658,9.848857801796104
282,159,659,5.656854249492381
283,427,660,17.0
284,464,661,8.06225774829855
285,1068,661,3.605551275463989
286,133,664,2.8284271247461903
287,771,664,17.0
288,496,666,5.830951894845301
289,361,668,32.01562118716424
290,809,669,9.0
291,819,669,10.0
292,829,669,9.486832980505138
293,417,670,26.019223662515376
294,801,670,10.0
295,466,671,14.866068747318506
296,795,671,12.165525060596439
297,839,671,10.198039027185569
298,1072,671,6.0
299,786,672,16.55294535724685
300,778,673,21.02379604162864
301,849,673,11.0
302,486,674,11.0
303,859,675,13.0
304,869,677,16.492422502470642
305,367,678,40.496913462633174
306,356,680,31.304951684997057
307,407,680,36.0
308,470,681,21.93171219946131
309,879,681,22.0
310,1079,681,12.0
311,342,683,21.2602916254693
312,476,683,21.095023109728988
313,773,683,16.76305461424021
314,889,683,24.0
315,896,683,24.331050121192877
316,906,686,24.698178070456937
317,376,688,47.12748667179272
318,470,688,27.0
319,916,689,18.681541692269406
320,397,690,46.0
321,1085,691,17.0
322,464,692,29.966648127543394
323,926,692,11.180339887498949
324,771,693,18.384776310850235
325,726,696,8.94427190999916
326,386,698,54.589376255824725
327,736,699,11.0
328,1115,699,15.231546211727817
329,1093,700,25.709920264364882
330,1103,700,22.80350850198276
331,746,701,13.038404810405298
332,454,702,37.12142238654117
333,756,703,17.88854381999832
334,766,705,19.924858845171276
335,388,708,56.0
336,1086,710,20.8806130178211
337,444,712,47.095647357266465
338,1004,714,11.40175425099138
339,769,715,13.416407864998739
340,388,718,56.32051136131489
341,1080,720,18.788294228055936
342,260,721,7.0
343,434,722,57.0
344,1013,723,17.08800749063506
345,771,725,6.708203932499369
346,395,728,65.0
347,533,729,9.848857801796104
348,1071,730,16.55294535724685
349,258,731,9.0
350,424,732,67.11929677819934
351,1018,733,19.235384061671343
352,1059,734,14.317821063276353
353,405,738,77.4919350642375
354,535,739,14.142135623730951
355,776,739,3.0
356,1048,739,19.0
357,256,741,12.649110640673518
358,414,742,78.26237921249263
359,1041,742,23.08679276123039
360,1024,743,24.0
361,725,744,9.486832980505138
362,1030,747,30.0
363,536,749,17.26267650163207
364,778,749,10.295630140987
365,255,751,18.384776310850235
366,671,751,2.8284271247461903
367,406,752,75.66372975210778
368,416,752,77.62087348130012
369,727,754,13.601470508735444
370,61,755,4.47213595499958
371,1027,757,27.0
372,536,759,20.248456731316587
373,779,759,17.69180601295413
374,255,761,24.839484696748443
375,676,761,4.0
376,396,762,65.0
377,426,762,70.9365914038728
378,735,764,18.35755975068582
379,774,765,18.439088914585774
380,785,765,16.0312195418814
381,767,766,17.08800749063506
382,759,767,16.0312195418814
383,1027,767,27.892651361962706
384,795,768,13.0
385,535,769,25.495097567963924
386,749,770,19.6468827043885
387,255,771,30.528675044947494
388,385,771,56.0
389,682,771,11.045361017187261
390,436,772,66.37017402418047
391,805,772,11.180339887498949
392,377,773,54.230987451824994
393,370,775,53.08483775994799
394,1027,777,27.892651361962706
395,360,779,50.48762224545735
396,528,779,31.76476034853718
397,744,779,23.0
398,815,779,11.180339887498949
399,256,781,37.20215047547655
400,446,781,63.8200595424354
401,681,781,12.041594578792296
402,349,784,48.08326112068523
403,522,784,34.17601498127012
404,1027,787,27.0
405,512,788,36.05551275463989
406,744,789,23.08679276123039
407,822,789,17.0
408,338,790,45.12205669071391
409,257,791,37.48332962798263
410,456,791,62.93647591023825
411,322,796,43.01162633521314
412,312,797,40.24922359499622
413,1025,797,29.0
414,302,798,37.8549864614954
415,502,798,46.389654018972806
416,295,799,38.01315561749642
417,466,799,62.00806399170998
418,744,799,24.0
419,824,799,20.248456731316587
420,263,801,43.0
421,287,801,40.19950248448356
422,280,803,43.41658669218482
423,476,803,59.941638282582836
424,272,805,47.92702786528704
425,1018,806,28.0
426,1027,807,27.073972741361768
427,266,808,46.0
428,492,808,58.240879114244144
429,1012,808,26.68332812825267
430,486,809,61.09828148156051
431,744,809,25.298221281347036
432,825,809,25.238858928247925
433,1004,810,26.476404589747453
434,998,812,25.96150997149434
435,992,815,24.186773244895647
436,1037,816,20.8806130178211
437,262,818,43.174066289845804
438,986,818,22.360679774997898
439,491,819,57.42821606144492
440,742,819,30.4138126514911
441,825,819,30.4138126514911
442,980,820,22.135943621178654
443,973,822,22.360679774997898
444,743,825,30.4138126514911
445,1047,825,17.804493814764857
446,732,826,25.709920264364882
447,963,826,21.93171219946131
448,260,828,44.384682042344295
449,725,828,22.360679774997898
450,819,828,28.460498941515414
451,492,829,56.0
452,830,829,25.079872407968907
453,957,829,22.360679774997898
454,812,830,28.792360097775937
455,753,832,29.068883707497267
456,806,832,29.068883707497267
457,951,832,22.80350850198276
458,714,833,18.0
459,840,833,19.924858845171276
460,796,834,26.92582403567252
461,1057,834,18.439088914585774
462,763,835,26.40075756488817
463,790,835,25.96150997149434
464,945,835,23.08679276123039
465,708,836,15.811388300841896
466,784,836,25.317977802344327
467,850,836,16.0
468,860,837,15.132745950421556
469,258,838,47.43416490252569
470,776,838,27.0
471,870,838,15.033296378372908
472,939,838,23.40939982143925
473,493,839,55.0
474,880,840,15.524174696260024
475,933,841,24.351591323771842
476,890,842,16.0
477,1110,843,17.0
478,900,844,18.0
479,1065,844,21.540659228538015
480,1102,844,18.0
481,1096,845,19.0
482,921,846,25.079872407968907
483,1090,846,20.0
484,254,848,49.4064773081425
485,772,848,32.449961479175904
486,494,849,54.0
487,1078,849,23.769728648009426
488,910,850,25.495097567963924
489,247,858,49.64876634922564
490,771,858,26.40075756488817
491,503,859,45.5411901469428
492,1073,859,25.495097567963924
493,906,860,22.47220505424423
494,238,865,50.80354318352215
495,188,866,38.63935817272331
496,198,866,38.0
497,208,866,39.05124837953327
498,218,866,41.78516483155236
499,228,866,46.14108798023731
500,771,868,22.47220505424423
501,513,869,36.87817782917155
502,1072,869,23.0
503,901,870,15.524174696260024
504,178,872,32.89376840679705
505,523,878,29.732137494637012
506,774,878,17.08800749063506
507,1072,879,21.587033144922902
508,898,880,12.649110640673518
509,168,882,26.92582403567252
510,84,884,25.0
511,94,885,24.041630560342615
512,5,886,7.0
513,76,886,23.021728866442675
514,533,886,22.80350850198276
515,69,888,18.0
516,157,888,17.0
517,776,888,11.180339887498949
518,104,889,20.248456731316587
519,1065,889,14.0
520,896,890,13.0
521,63,891,12.0
522,543,892,15.652475842498529
523,114,894,12.529964086141668
524,9,896,10.63014581273465
525,553,897,9.899494936611665
526,124,898,7.0710678118654755
527,777,898,5.385164807134504
528,884,898,7.0710678118654755
